description,category,subcategory,priority
 i got hacked TCP session hijacking incident ,SECURITY,Network Attacks,4
password leaked Customer PII security exposure,SECURITY,Data Breach,4
[SIEM ALERT] IDS/IPS security alert signature matched from vulnerable source. Security team compromiseing logs.,SECURITY,Network Security,4
[SOC ALERT] Network traffic analysis breach requiring immediate response. patching vulnerabilities to prevent data attackion.,SECURITY,Traffic Interception,3
[THREAT INTEL] Data integrity security breach targeting our infrastructure. Suspicious actors using attacker techniques.,SECURITY,Data Manipulation,4
[THREAT DETECTION] Clear text password interception identified by security monitoring. resetting compromised accounts in progress.,SECURITY,Traffic Interception,2
password leaked Data integrity security breach,SECURITY,Data Manipulation,3
[THREAT INTEL] Session credential security compromise targeting our infrastructure. Targeted actors using attacker techniques.,SECURITY,Authentication Attacks,1
 i got hacked Prototype pollution attack ,SECURITY,Application Security,3
[SIEM ALERT] Default credential exploitation signature matched from targeted source. Security team exfiltrateing logs.,SECURITY,Unauthorized Access,3
[SOC ALERT] Hardware backdoor security requiring immediate response. implementing mitigations to prevent data penetrateion.,SECURITY,Supply Chain,1
[INCIDENT RESPONSE] Healthcare data security exposure confirmed. Security team handling suspicious breach of vectors. analyzing malware samples.,SECURITY,Data Breach,3
[INCIDENT RESPONSE] Abnormal access security pattern confirmed. Security team handling sensitive breach of malwares. deploying countermeasures.,SECURITY,Insider Threat,4
[SOC ALERT] ICMP redirect breach requiring immediate response. implementing mitigations to prevent data breachion.,SECURITY,Protocol Attacks,1
[SOC ALERT] Data exfiltration by insider requiring immediate response. isolating affected systems to prevent data exploition.,SECURITY,Insider Threat,4
[THREAT DETECTION] Password interception security attempt identified by security monitoring. resetting compromised accounts in progress.,SECURITY,Authentication Attacks,4
[THREAT INTEL] MDM bypass security attempt targeting our infrastructure. Fraudulent actors using threat techniques.,SECURITY,Mobile Security,3
[SECURITY ALERT] IoT botnet security activity detected. Backdoor attempting to infiltrate systems.,SECURITY,IoT Security,3
password leaked UDP port scan intrusion,SECURITY,Network Attacks,4
[SEC-NOTICE] Investigating Zigbee protocol security exploitation. Payload activity detected from compromised IP.,SECURITY,IoT Security,4
[SOC ALERT] Security policy violation requiring immediate response. scanning for backdoors to prevent data exfiltrateion.,SECURITY,Insider Threat,3
[THREAT INTEL] Forced session termination attack targeting our infrastructure. Compromised actors using vulnerability techniques.,SECURITY,Session Attacks,3
password leaked OAuth phishing infiltration,SECURITY,Phishing,4
[SECURITY BREACH] Active Man-in-the-Middle intrusion detected. Systems attacked by critical attacker. blocking malicious IPs.,SECURITY,Network Attacks,2
[INCIDENT RESPONSE] Cross-tenant security attack confirmed. Security team handling targeted breach of backdoors. scanning for backdoors.,SECURITY,Cloud Security,2
[SOC ALERT] Unauthorized device security connection requiring immediate response. conducting forensic analysis to prevent data penetrateion.,SECURITY,Physical Security,2
[SOC ALERT] Keylogger intrusion requiring immediate response. conducting forensic analysis to prevent data penetrateion.,SECURITY,Malware,4
[THREAT INTEL] UDP port scan security breach targeting our infrastructure. Vulnerable actors using malware techniques.,SECURITY,Port Scanning,1
 i got hacked TCP SYN scan security attack ,SECURITY,Port Scanning,1
[THREAT DETECTION] ICMP redirect breach identified by security monitoring. reviewing log files in progress.,SECURITY,Protocol Attacks,4
[SECURITY BREACH] Active DoS attack breach detected. Systems exploited by critical exploit. deploying countermeasures.,SECURITY,Service Interruption,3
[SEC-NOTICE] Investigating Configuration security tampering. Threat activity detected from critical IP.,SECURITY,Insider Threat,3
[SOC ALERT] Unauthorized data download breach requiring immediate response. conducting forensic analysis to prevent data exploition.,SECURITY,Data Breach,4
[INCIDENT RESPONSE] Protocol security anomaly confirmed. Security team handling vulnerable breach of malwares. isolating affected systems.,SECURITY,Network Security,2
[SECURITY BREACH] Active Git repository security leak detected. Systems exploited by compromised threat. scanning for backdoors.,SECURITY,Data Breach,4
[THREAT DETECTION] Packet modification attack identified by security monitoring. conducting forensic analysis in progress.,SECURITY,Data Manipulation,3
 i got hacked Zigbee protocol security exploitation ,SECURITY,IoT Security,2
[THREAT INTEL] Connected camera security compromise targeting our infrastructure. Encrypted actors using vector techniques.,SECURITY,IoT Security,3
 i got hacked IoT command injection attack ,SECURITY,IoT Security,3
[SOC ALERT] Secured area security intrusion requiring immediate response. isolating affected systems to prevent data infection.,SECURITY,Physical Security,3
 i got hacked Stealth port scan security breach ,SECURITY,Port Scanning,2
[SOC ALERT] Server room security breach requiring immediate response. analyzing malware samples to prevent data infiltrateion.,SECURITY,Physical Security,2
[SIEM ALERT] CSRF security attack signature matched from vulnerable source. Security team penetrateing logs.,SECURITY,Application Security,2
 i got hacked Open redirect exploitation ,SECURITY,Application Security,3
password leaked Network traffic analysis breach,SECURITY,Traffic Interception,4
[CRITICAL SECURITY] Baiting security incident in progress. Security operations breaching the sensitive backdoor. implementing mitigations.,SECURITY,Social Engineering,1
 i got hacked Data integrity security breach ,SECURITY,Data Manipulation,3
[THREAT INTEL] Connection sequence prediction attack targeting our infrastructure. Targeted actors using exploit techniques.,SECURITY,Session Attacks,3
[CRITICAL SECURITY] Forced session termination attack in progress. Security operations infiltrateing the fraudulent exploit. reviewing log files.,SECURITY,Session Attacks,3
[SECURITY ALERT] SCADA system security anomaly detected. Credentials attempting to exploit systems.,SECURITY,IoT Security,3
[SECURITY ALERT] BGP security hijacking detected. Breach attempting to penetrate systems.,SECURITY,Network Security,4
password leaked Unauthorized ARP spoofing,SECURITY,Protocol Attacks,2
[THREAT DETECTION] Development pipeline security compromise identified by security monitoring. conducting forensic analysis in progress.,SECURITY,Supply Chain,3
[SOC ALERT] Unencrypted cloud storage security requiring immediate response. resetting compromised accounts to prevent data exploition.,SECURITY,Cloud Security,4
can't open my email Open source library security compromise in progress. Security operations penetrateing the suspicious payload. reviewing log files.,SECURITY,Supply Chain,3
[THREAT INTEL] Third-party integration security exposure targeting our infrastructure. Compromised actors using vector techniques.,SECURITY,Cloud Security,2
[SIEM ALERT] Network sniffer breach signature matched from suspicious source. Security team exfiltrateing logs.,SECURITY,Network Attacks,2
can't open my email Brute force attack in progress. Security operations intercepting the critical credentials. conducting forensic analysis.,SECURITY,Unauthorized Access,3
[THREAT INTEL] Insecure app data security storage targeting our infrastructure. Vulnerable actors using backdoor techniques.,SECURITY,Mobile Security,2
[SECURITY ALERT] Physical access control security bypass detected. Malware attempting to exfiltrate systems.,SECURITY,Physical Security,1
[THREAT DETECTION] Transparent relay breach identified by security monitoring. resetting compromised accounts in progress.,SECURITY,Session Attacks,2
[THREAT DETECTION] XML external entity attack identified by security monitoring. blocking malicious IPs in progress.,SECURITY,Application Security,4
[INCIDENT RESPONSE] S3 bucket security misconfiguration confirmed. Security team handling unauthorized breach of credentialss. implementing mitigations.,SECURITY,Data Breach,4
password leaked Excessive IAM security permissions,SECURITY,Cloud Security,3
[THREAT DETECTION] Connection sequence prediction attack identified by security monitoring. analyzing malware samples in progress.,SECURITY,Session Attacks,4
[INCIDENT RESPONSE] Port sweep security activity confirmed. Security team handling malicious breach of malwares. isolating affected systems.,SECURITY,Port Scanning,1
password leaked Fake security alert attack,SECURITY,Phishing,3
 i got hacked Data integrity security breach ,SECURITY,Data Manipulation,3
[SEC-NOTICE] Investigating Broken authentication security flow. Payload activity detected from fraudulent IP.,SECURITY,Application Security,3
[THREAT INTEL] Port sweep security activity targeting our infrastructure. Critical actors using breach techniques.,SECURITY,Port Scanning,1
[SECURITY BREACH] Active Serverless function security vulnerability detected. Systems breached by targeted vulnerability. resetting compromised accounts.,SECURITY,Cloud Security,2
[CRITICAL SECURITY] OAuth phishing infiltration in progress. Security operations attacking the vulnerable vector. analyzing malware samples.,SECURITY,Phishing,4
[CRITICAL SECURITY] IP spoofing attack in progress. Security operations attacking the vulnerable vector. patching vulnerabilities.,SECURITY,Network Attacks,3
[THREAT INTEL] Insecure deserialization breach targeting our infrastructure. Targeted actors using attacker techniques.,SECURITY,Application Security,3
[SIEM ALERT] Trojan infection breach signature matched from vulnerable source. Security team exploiting logs.,SECURITY,Malware,4
[THREAT DETECTION] Unusual security port scanning identified by security monitoring. isolating affected systems in progress.,SECURITY,Network Security,3
[SIEM ALERT] Session credential security compromise signature matched from compromised source. Security team hijacking logs.,SECURITY,Authentication Attacks,3
[THREAT DETECTION] Worm propagation breach identified by security monitoring. scanning for backdoors in progress.,SECURITY,Malware,4
 i got hacked Vendor security compromise attack ,SECURITY,Supply Chain,3
[SECURITY BREACH] Active Unusual remote security access detected. Systems exploited by critical breach. blocking malicious IPs.,SECURITY,Insider Threat,4
[SIEM ALERT] Packet modification attack signature matched from vulnerable source. Security team breaching logs.,SECURITY,Data Manipulation,1
[INCIDENT RESPONSE] UDP port scan security breach confirmed. Security team handling compromised breach of credentialss. analyzing malware samples.,SECURITY,Port Scanning,3
[INCIDENT RESPONSE] Data exfiltration by insider confirmed. Security team handling targeted breach of payloads. blocking malicious IPs.,SECURITY,Insider Threat,4
[SOC ALERT] Suspicious port sweep attack requiring immediate response. reviewing log files to prevent data hijackion.,SECURITY,Network Attacks,3
password leaked CORS security misconfiguration,SECURITY,Application Security,2
[THREAT DETECTION] Cryptographic implementation security flaw identified by security monitoring. isolating affected systems in progress.,SECURITY,Cryptography,1
 i got hacked Brute force attack ,SECURITY,Unauthorized Access,4
 i got hacked Payment information security breach ,SECURITY,Data Breach,4
can't open my email Server room security breach in progress. Security operations penetrateing the vulnerable payload. resetting compromised accounts.,SECURITY,Physical Security,2
[CRITICAL SECURITY] Supply chain malware attack in progress. Security operations attacking the critical threat. blocking malicious IPs.,SECURITY,Supply Chain,3
[SECURITY ALERT] Lateral movement intrusion detected. Breach attempting to attack systems.,SECURITY,Unauthorized Access,4
[SEC-NOTICE] Investigating VPN tunnel security compromise. Malware activity detected from critical IP.,SECURITY,Network Security,4
password leaked Traffic manipulation intrusion,SECURITY,Data Manipulation,3
[SOC ALERT] Network traffic analysis breach requiring immediate response. resetting compromised accounts to prevent data infection.,SECURITY,Traffic Interception,2
[SIEM ALERT] Bandwidth saturation breach signature matched from critical source. Security team attacking logs.,SECURITY,Service Interruption,4
[THREAT INTEL] Pharming attack breach targeting our infrastructure. Compromised actors using payload techniques.,SECURITY,Phishing,4
[SECURITY ALERT] VPN security breach detected. Vulnerability attempting to infect systems.,SECURITY,Unauthorized Access,4
[SIEM ALERT] Stolen credentials breach signature matched from vulnerable source. Security team breaching logs.,SECURITY,Unauthorized Access,3
[SIEM ALERT] IoT botnet security activity signature matched from critical source. Security team compromiseing logs.,SECURITY,IoT Security,3
[THREAT INTEL] TCP SYN scan security attack targeting our infrastructure. Critical actors using breach techniques.,SECURITY,Port Scanning,2
[SEC-NOTICE] Investigating Unauthorized data download breach. Backdoor activity detected from malicious IP.,SECURITY,Data Breach,4
[SIEM ALERT] Padding oracle security attack signature matched from compromised source. Security team compromiseing logs.,SECURITY,Cryptography,2
[SECURITY ALERT] Device security theft detected. Backdoor attempting to exploit systems.,SECURITY,Physical Security,1
password leaked API data security exposure,SECURITY,Data Breach,4
[CRITICAL SECURITY] Bandwidth saturation breach in progress. Security operations attacking the compromised threat. conducting forensic analysis.,SECURITY,Service Interruption,4
[SOC ALERT] Clear text password interception requiring immediate response. patching vulnerabilities to prevent data exploition.,SECURITY,Traffic Interception,3
password leaked API rate limiting security bypass,SECURITY,Application Security,1
[SIEM ALERT] Virus outbreak attack signature matched from vulnerable source. Security team compromiseing logs.,SECURITY,Malware,4
[INCIDENT RESPONSE] Packet modification attack confirmed. Security team handling suspicious breach of payloads. patching vulnerabilities.,SECURITY,Data Manipulation,2
can't open my email DNS security poisoning in progress. Security operations breaching the targeted breach. conducting forensic analysis.,SECURITY,Network Security,2
 i got hacked Unauthorized packet injection attack ,SECURITY,Data Manipulation,3
[SECURITY BREACH] Active Vendor remote access security abuse detected. Systems infiltrateed by malicious breach. conducting forensic analysis.,SECURITY,Supply Chain,4
 i got hacked Vehicle tailgating security ,SECURITY,Physical Security,4
[THREAT INTEL] Scareware security tactics targeting our infrastructure. Unauthorized actors using backdoor techniques.,SECURITY,Social Engineering,3
[SEC-NOTICE] Investigating Key management security failure. Exploit activity detected from unauthorized IP.,SECURITY,Cryptography,3
[CRITICAL SECURITY] Unauthorized packet injection attack in progress. Security operations exfiltrateing the vulnerable threat. blocking malicious IPs.,SECURITY,Data Manipulation,4
[SOC ALERT] Keylogger intrusion requiring immediate response. resetting compromised accounts to prevent data breachion.,SECURITY,Malware,3
[SIEM ALERT] Forced session termination attack signature matched from unauthorized source. Security team compromiseing logs.,SECURITY,Session Attacks,3
[SECURITY ALERT] Typosquatting domain attack detected. Breach attempting to penetrate systems.,SECURITY,Phishing,4
[SECURITY BREACH] Active Service enumeration security attempt detected. Systems infected by critical payload. scanning for backdoors.,SECURITY,Port Scanning,2
[SEC-NOTICE] Investigating Network sniffer breach. Attacker activity detected from sensitive IP.,SECURITY,Network Attacks,3
[SECURITY BREACH] Active Weak encryption security algorithm detected. Systems breached by targeted exploit. scanning for backdoors.,SECURITY,Cryptography,3
can't open my email Data integrity security breach in progress. Security operations exfiltrateing the malicious backdoor. implementing mitigations.,SECURITY,Data Manipulation,2
[CRITICAL SECURITY] Whaling campaign breach in progress. Security operations attacking the compromised exploit. resetting compromised accounts.,SECURITY,Phishing,2
can't open my email Man-in-the-middle security attempt in progress. Security operations exfiltrateing the encrypted threat. deploying countermeasures.,SECURITY,Network Security,3
[SECURITY BREACH] Active Bandwidth saturation breach detected. Systems exploited by fraudulent malware. conducting forensic analysis.,SECURITY,Service Interruption,4
 i got hacked Counterfeit hardware security ,SECURITY,Supply Chain,2
[SIEM ALERT] Network eavesdropping breach signature matched from compromised source. Security team exploiting logs.,SECURITY,Traffic Interception,2
[CRITICAL SECURITY] ICMP redirect breach in progress. Security operations compromiseing the targeted breach. scanning for backdoors.,SECURITY,Protocol Attacks,2
[SOC ALERT] CORS security misconfiguration requiring immediate response. implementing mitigations to prevent data breachion.,SECURITY,Application Security,4
[SOC ALERT] MAC address spoofing breach requiring immediate response. isolating affected systems to prevent data interception.,SECURITY,Protocol Attacks,3
 i got hacked Data integrity security breach ,SECURITY,Data Manipulation,3
password leaked Unauthorized packet sniffing breach,SECURITY,Traffic Interception,4
[SIEM ALERT] Stealth port scan security breach signature matched from malicious source. Security team attacking logs.,SECURITY,Port Scanning,2
[THREAT DETECTION] Social media phishing breach identified by security monitoring. patching vulnerabilities in progress.,SECURITY,Phishing,2
[THREAT DETECTION] Worm propagation breach identified by security monitoring. blocking malicious IPs in progress.,SECURITY,Malware,4
[SEC-NOTICE] Investigating CORS security misconfiguration. Breach activity detected from malicious IP.,SECURITY,Application Security,3
can't open my email Digital signature security forgery in progress. Security operations infecting the targeted attacker. conducting forensic analysis.,SECURITY,Cryptography,3
[CRITICAL SECURITY] Impersonation of executive security breach in progress. Security operations exploiting the unauthorized vector. deploying countermeasures.,SECURITY,Social Engineering,4
 i got hacked Session hijacking attack ,SECURITY,Unauthorized Access,2
[THREAT INTEL] Network flood intrusion targeting our infrastructure. Fraudulent actors using malware techniques.,SECURITY,Service Interruption,4
password leaked Physical social engineering breach,SECURITY,Social Engineering,2
[THREAT DETECTION] Unauthorized ARP spoofing identified by security monitoring. isolating affected systems in progress.,SECURITY,Protocol Attacks,4
[SECURITY ALERT] Firmware security vulnerability detected. Breach attempting to infect systems.,SECURITY,IoT Security,1
[THREAT DETECTION] Cross-tenant security attack identified by security monitoring. reviewing log files in progress.,SECURITY,Cloud Security,2
password leaked Shadow IT cloud security usage,SECURITY,Cloud Security,3
can't open my email IDS/IPS security alert in progress. Security operations infiltrateing the unauthorized malware. reviewing log files.,SECURITY,Network Security,2
[SIEM ALERT] Quid pro quo security attempt signature matched from malicious source. Security team penetrateing logs.,SECURITY,Social Engineering,3
can't open my email Mobile device security exploitation in progress. Security operations hijacking the encrypted vector. isolating affected systems.,SECURITY,Mobile Security,1
password leaked Suspicious API security calls,SECURITY,Cloud Security,1
[SECURITY BREACH] Active Data integrity security breach detected. Systems infiltrateed by sensitive backdoor. blocking malicious IPs.,SECURITY,Data Manipulation,2
[SEC-NOTICE] Investigating Jailbreak/root security detection. Credentials activity detected from malicious IP.,SECURITY,Mobile Security,1
[THREAT INTEL] Compromised software update security targeting our infrastructure. Vulnerable actors using malware techniques.,SECURITY,Supply Chain,3
[SOC ALERT] Hardware backdoor security requiring immediate response. conducting forensic analysis to prevent data exfiltrateion.,SECURITY,Supply Chain,1
[SECURITY BREACH] Active Pharming attack breach detected. Systems infected by malicious credentials. isolating affected systems.,SECURITY,Phishing,1
[SECURITY BREACH] Active Shoulder surfing security breach detected. Systems infiltrateed by suspicious breach. scanning for backdoors.,SECURITY,Social Engineering,1
[SECURITY BREACH] Active IPv6 tunnel security abuse detected. Systems exfiltrateed by compromised breach. isolating affected systems.,SECURITY,Network Security,4
[SIEM ALERT] TCP hijacking breach signature matched from suspicious source. Security team intercepting logs.,SECURITY,Session Attacks,3
[THREAT INTEL] Cryptographic implementation security flaw targeting our infrastructure. Critical actors using malware techniques.,SECURITY,Cryptography,3
[INCIDENT RESPONSE] Departing employee data security access confirmed. Security team handling compromised breach of threats. patching vulnerabilities.,SECURITY,Insider Threat,4
[SECURITY ALERT] Protocol manipulation attack detected. Vulnerability attempting to penetrate systems.,SECURITY,Protocol Attacks,3
[THREAT INTEL] DoS attack breach targeting our infrastructure. Vulnerable actors using malware techniques.,SECURITY,Service Interruption,4
[CRITICAL SECURITY] Man-in-the-middle security attempt in progress. Security operations penetrateing the sensitive malware. deploying countermeasures.,SECURITY,Network Security,2
[INCIDENT RESPONSE] Resource exhaustion attack confirmed. Security team handling critical breach of malwares. reviewing log files.,SECURITY,Service Interruption,4
password leaked Unusual security port scanning,SECURITY,Network Security,4
[INCIDENT RESPONSE] Router security configuration breach confirmed. Security team handling malicious breach of payloads. blocking malicious IPs.,SECURITY,Network Security,3
[SOC ALERT] VPN security breach requiring immediate response. reviewing log files to prevent data attackion.,SECURITY,Unauthorized Access,4
[SOC ALERT] Vendor remote access security abuse requiring immediate response. analyzing malware samples to prevent data exploition.,SECURITY,Supply Chain,4
[INCIDENT RESPONSE] Service enumeration security attempt confirmed. Security team handling vulnerable breach of payloads. implementing mitigations.,SECURITY,Port Scanning,1
password leaked Hash collision security attack,SECURITY,Cryptography,3
[SECURITY BREACH] Active TCP session hijacking incident detected. Systems breached by suspicious vulnerability. scanning for backdoors.,SECURITY,Network Attacks,3
can't open my email Resource exhaustion attack in progress. Security operations infiltrateing the suspicious threat. blocking malicious IPs.,SECURITY,Service Interruption,3
[SEC-NOTICE] Investigating Customer PII security exposure. Payload activity detected from encrypted IP.,SECURITY,Data Breach,4
[SECURITY ALERT] Traffic manipulation intrusion detected. Exploit attempting to breach systems.,SECURITY,Data Manipulation,2
[SEC-NOTICE] Investigating Smart device security hijacking. Payload activity detected from vulnerable IP.,SECURITY,IoT Security,3
[SOC ALERT] Transparent relay breach requiring immediate response. deploying countermeasures to prevent data exploition.,SECURITY,Session Attacks,1
[THREAT INTEL] Mass file deletion security attempt targeting our infrastructure. Vulnerable actors using threat techniques.,SECURITY,Insider Threat,4
[THREAT INTEL] Perimeter security breach targeting our infrastructure. Suspicious actors using exploit techniques.,SECURITY,Physical Security,2
[SECURITY ALERT] MAC address spoofing breach detected. Vector attempting to infiltrate systems.,SECURITY,Protocol Attacks,3
[SECURITY ALERT] TCP hijacking breach detected. Vulnerability attempting to attack systems.,SECURITY,Session Attacks,2
[CRITICAL SECURITY] Compromised software update security in progress. Security operations exploiting the fraudulent breach. reviewing log files.,SECURITY,Supply Chain,1
[CRITICAL SECURITY] Network eavesdropping breach in progress. Security operations intercepting the compromised vulnerability. analyzing malware samples.,SECURITY,Traffic Interception,2
[SECURITY ALERT] ARP cache poisoning attack detected. Vulnerability attempting to hijack systems.,SECURITY,Protocol Attacks,4
[SEC-NOTICE] Investigating Connection sequence prediction attack. Attacker activity detected from fraudulent IP.,SECURITY,Session Attacks,1
 i got hacked Mobile device security loss ,SECURITY,Mobile Security,2
password leaked Router security configuration breach,SECURITY,Network Security,1
can't open my email Sequence number prediction breach in progress. Security operations infiltrateing the compromised attacker. conducting forensic analysis.,SECURITY,Session Attacks,1
[THREAT INTEL] Business email compromise attack targeting our infrastructure. Encrypted actors using breach techniques.,SECURITY,Phishing,3
[SEC-NOTICE] Investigating UDP port scan security breach. Malware activity detected from targeted IP.,SECURITY,Port Scanning,3
[INCIDENT RESPONSE] Kerberoasting attack confirmed. Security team handling encrypted breach of vulnerabilitys. isolating affected systems.,SECURITY,Unauthorized Access,3
[SOC ALERT] Secured area security intrusion requiring immediate response. deploying countermeasures to prevent data attackion.,SECURITY,Physical Security,1
 i got hacked SCADA system security anomaly ,SECURITY,IoT Security,2
 i got hacked Certificate authority security compromise ,SECURITY,Cryptography,3
 i got hacked SYN flooding breach ,SECURITY,Network Attacks,4
[THREAT DETECTION] Smart building system security breach identified by security monitoring. analyzing malware samples in progress.,SECURITY,IoT Security,2
 i got hacked Departing employee data security access ,SECURITY,Insider Threat,1
can't open my email Clear text password interception in progress. Security operations attacking the encrypted vulnerability. analyzing malware samples.,SECURITY,Traffic Interception,1
[SOC ALERT] Session credential security compromise requiring immediate response. resetting compromised accounts to prevent data infection.,SECURITY,Authentication Attacks,2
[SOC ALERT] Unauthorized packet injection attack requiring immediate response. conducting forensic analysis to prevent data attackion.,SECURITY,Data Manipulation,3
 i got hacked Network segmentation security failure ,SECURITY,Network Security,3
[SOC ALERT] Third-party service security breach requiring immediate response. resetting compromised accounts to prevent data exploition.,SECURITY,Supply Chain,3
[SECURITY BREACH] Active Insecure deserialization breach detected. Systems hijacked by vulnerable attacker. deploying countermeasures.,SECURITY,Application Security,3
password leaked Promiscuous mode NIC intrusion,SECURITY,Traffic Interception,3
[SECURITY BREACH] Active Service enumeration security attempt detected. Systems exfiltrateed by unauthorized backdoor. conducting forensic analysis.,SECURITY,Port Scanning,1
password leaked DDoS security attack,SECURITY,Network Security,2
[SIEM ALERT] VPN security breach signature matched from sensitive source. Security team infiltrateing logs.,SECURITY,Unauthorized Access,1
[SECURITY BREACH] Active Development pipeline security compromise detected. Systems exfiltrateed by fraudulent breach. scanning for backdoors.,SECURITY,Supply Chain,3
[SOC ALERT] Password interception security attempt requiring immediate response. deploying countermeasures to prevent data attackion.,SECURITY,Authentication Attacks,2
can't open my email Unauthorized after-hours security access in progress. Security operations exfiltrateing the targeted exploit. deploying countermeasures.,SECURITY,Physical Security,2
 i got hacked Macro virus infiltration ,SECURITY,Malware,4
can't open my email Default IoT credentials breach in progress. Security operations intercepting the unauthorized vector. analyzing malware samples.,SECURITY,IoT Security,4
[SOC ALERT] Network traffic analysis breach requiring immediate response. analyzing malware samples to prevent data penetrateion.,SECURITY,Traffic Interception,4
 i got hacked Suspicious port sweep attack ,SECURITY,Network Attacks,1
[SOC ALERT] Server room security breach requiring immediate response. scanning for backdoors to prevent data interception.,SECURITY,Physical Security,3
[SECURITY BREACH] Active Suspicious admin security activity detected. Systems hijacked by malicious malware. deploying countermeasures.,SECURITY,Insider Threat,2
[INCIDENT RESPONSE] Vishing security attack confirmed. Security team handling critical breach of backdoors. implementing mitigations.,SECURITY,Social Engineering,3
[THREAT DETECTION] Default credential exploitation identified by security monitoring. patching vulnerabilities in progress.,SECURITY,Unauthorized Access,4
[THREAT DETECTION] S3 bucket security misconfiguration identified by security monitoring. resetting compromised accounts in progress.,SECURITY,Data Breach,2
[THREAT DETECTION] TCP hijacking breach identified by security monitoring. deploying countermeasures in progress.,SECURITY,Session Attacks,3
[INCIDENT RESPONSE] Rogue mobile application security confirmed. Security team handling sensitive breach of attackers. isolating affected systems.,SECURITY,Mobile Security,2
[INCIDENT RESPONSE] Scareware security tactics confirmed. Security team handling sensitive breach of breachs. resetting compromised accounts.,SECURITY,Social Engineering,3
password leaked Compromised software update security,SECURITY,Supply Chain,3
[SIEM ALERT] Zigbee protocol security exploitation signature matched from fraudulent source. Security team infiltrateing logs.,SECURITY,IoT Security,4
[SEC-NOTICE] Investigating Git repository security leak. Backdoor activity detected from fraudulent IP.,SECURITY,Data Breach,4
[SIEM ALERT] IoT device security compromise signature matched from compromised source. Security team attacking logs.,SECURITY,IoT Security,2
[SIEM ALERT] Vendor security compromise attack signature matched from unauthorized source. Security team infecting logs.,SECURITY,Supply Chain,3
[CRITICAL SECURITY] TCP SYN scan security attack in progress. Security operations breaching the sensitive attacker. reviewing log files.,SECURITY,Port Scanning,2
[INCIDENT RESPONSE] CORS security misconfiguration confirmed. Security team handling unauthorized breach of backdoors. conducting forensic analysis.,SECURITY,Application Security,4
[SECURITY ALERT] ARP cache poisoning attack detected. Threat attempting to infect systems.,SECURITY,Protocol Attacks,3
[THREAT DETECTION] SSL/TLS downgrade attack identified by security monitoring. isolating affected systems in progress.,SECURITY,Cryptography,2
[SOC ALERT] Protocol security anomaly requiring immediate response. scanning for backdoors to prevent data exploition.,SECURITY,Network Security,3
[INCIDENT RESPONSE] Cryptographic implementation security flaw confirmed. Security team handling targeted breach of attackers. deploying countermeasures.,SECURITY,Cryptography,3
[CRITICAL SECURITY] Unauthorized packet injection attack in progress. Security operations penetrateing the malicious payload. resetting compromised accounts.,SECURITY,Data Manipulation,1
 i got hacked Packet modification attack ,SECURITY,Data Manipulation,3
[SIEM ALERT] Suspicious port sweep attack signature matched from compromised source. Security team attacking logs.,SECURITY,Network Attacks,4
can't open my email MAC address spoofing breach in progress. Security operations exploiting the encrypted payload. conducting forensic analysis.,SECURITY,Protocol Attacks,2
 i got hacked Pretexting security call ,SECURITY,Social Engineering,1
[CRITICAL SECURITY] Mobile malware security breach in progress. Security operations exfiltrateing the malicious breach. conducting forensic analysis.,SECURITY,Mobile Security,1
 i got hacked TCP hijacking breach ,SECURITY,Session Attacks,4
[CRITICAL SECURITY] Firmware security vulnerability in progress. Security operations infecting the critical breach. scanning for backdoors.,SECURITY,IoT Security,3
[SOC ALERT] Service account compromise attack requiring immediate response. blocking malicious IPs to prevent data infection.,SECURITY,Unauthorized Access,2
[THREAT DETECTION] Resource exhaustion attack identified by security monitoring. deploying countermeasures in progress.,SECURITY,Service Interruption,3
[SECURITY BREACH] Active Default IoT credentials breach detected. Systems exploited by suspicious attacker. patching vulnerabilities.,SECURITY,IoT Security,1
[INCIDENT RESPONSE] ARP cache poisoning attack confirmed. Security team handling vulnerable breach of attackers. scanning for backdoors.,SECURITY,Protocol Attacks,2
can't open my email Fake job offer security scam in progress. Security operations penetrateing the suspicious exploit. conducting forensic analysis.,SECURITY,Social Engineering,2
[SIEM ALERT] Cloud storage security leak signature matched from sensitive source. Security team breaching logs.,SECURITY,Data Breach,4
[SIEM ALERT] API key compromise signature matched from unauthorized source. Security team hijacking logs.,SECURITY,Unauthorized Access,1
 i got hacked Session credential security compromise ,SECURITY,Authentication Attacks,3
[CRITICAL SECURITY] Session credential security compromise in progress. Security operations infiltrateing the suspicious threat. resetting compromised accounts.,SECURITY,Authentication Attacks,2
[CRITICAL SECURITY] VPN security breach in progress. Security operations penetrateing the fraudulent vector. analyzing malware samples.,SECURITY,Unauthorized Access,3
can't open my email Hybrid social engineering attack in progress. Security operations penetrateing the targeted breach. reviewing log files.,SECURITY,Social Engineering,2
password leaked Transparent relay breach,SECURITY,Session Attacks,2
password leaked Session credential security compromise,SECURITY,Authentication Attacks,3
[SIEM ALERT] Third-party integration security exposure signature matched from malicious source. Security team penetrateing logs.,SECURITY,Cloud Security,3
[SECURITY ALERT] Malicious QR code breach detected. Exploit attempting to exfiltrate systems.,SECURITY,Phishing,3
can't open my email Sabotage security attempt in progress. Security operations exfiltrateing the sensitive attacker. conducting forensic analysis.,SECURITY,Insider Threat,3
 i got hacked Instance metadata service security abuse ,SECURITY,Cloud Security,3
