ticket_id,description,category,subcategory,priority,created_timestamp,status,requester_type
SEC101840,rogue DHCP server - degrading application performance - reported by EDR,HIJACKING,Network Hijacking,4,2025-01-24 07:52:48,Contained,Security Engineer
SEC850159,security violation - degrading system performance - reported by user,HIJACKING,Browser Hijacking,3,2025-01-24 09:15:48,In Progress,Security Tool
SEC954478,potential compromise - affecting 36 systems - detected by IDS,ACCESS_CONTROL,Access Bypass,3,2025-01-26 11:53:48,Open,Security Tool
SEC314977,multiple authentication failures - affecting 76 systems - discovered during audit,HIJACKING,Account Hijacking,3,2025-02-02 23:58:48,Open,Security Tool
SEC651770,suspicious activity - impacting critical data - reported by user,MALWARE,Worm,4,2025-02-13 12:36:48,Escalated,System Admin
SEC455643,security violation - impacting sensitive data - identified by threat hunting,ACCESS_CONTROL,Access Bypass,4,2025-02-11 16:47:48,Contained,Security Tool
SEC834486,session fixation attempt - impacting customer data - detected by IDS,HIJACKING,Session Hijacking,4,2025-02-21 03:47:48,Contained,System Admin
SEC405519,firewall detected IP spoofing pattern - affecting 16 systems - discovered during audit - Packet count: 6255,SPOOFING,IP Spoofing,3,2025-01-24 21:25:48,Escalated,Network Admin
SEC696581,suspicious activity - impacting financial data - reported by EDR,HIJACKING,Browser Hijacking,4,2025-01-28 06:42:48,Resolved,SOC Analyst
SEC345480,suspicious activity - degrading system performance - flagged by SIEM,ACCESS_CONTROL,Access Bypass,2,2025-02-16 12:58:48,Escalated,SOC Analyst
SEC630247,direct object reference - impacting customer data - reported by EDR,ACCESS_CONTROL,Authentication Bypass,3,2025-02-16 15:53:48,In Progress,Security Engineer
SEC258694,account takeover attempt - degrading system performance - flagged by SIEM,HIJACKING,Account Hijacking,3,2025-02-01 16:05:48,Open,Network Admin
SEC138819,suspicious encryption activity - compromising 39 user accounts - detected by IDS - Bitcoin Address: 013eccf604a1b378c4f205114fee55049a831e3b,MALWARE,Ransomware,2,2025-02-02 09:24:48,Escalated,System Admin
SEC243983,backup deletion attempt - impacting financial data - detected by IDS,MALWARE,Ransomware,4,2025-02-13 10:58:48,Open,Security Tool
SEC816837,potential compromise - impacting customer data - identified by threat hunting,MALWARE,Keylogger,4,2025-02-11 22:59:48,Escalated,Security Engineer
SEC665676,potential compromise - affecting 79 systems - identified by threat hunting,ACCESS_CONTROL,Authorization Bypass,2,2025-02-12 13:00:48,Contained,Security Engineer
SEC559847,security violation - impacting financial data - caught by firewall,ACCESS_CONTROL,Access Bypass,3,2025-01-29 07:15:48,Contained,Network Admin
SEC482914,suspicious activity - impacting customer data - reported by EDR,HIJACKING,Click Hijacking,4,2025-02-10 00:47:48,Resolved,SOC Analyst
SEC278457,sudo abuse detected - compromising 50 user accounts - flagged by SIEM,ACCESS_CONTROL,Privilege Escalation,4,2025-02-19 13:50:48,In Progress,Network Admin
SEC143835,suspicious activity - compromising 13 user accounts - detected by IDS,SPOOFING,MAC Spoofing,3,2025-02-07 17:15:48,In Progress,Network Admin
SEC727661,SPF verification failure - affecting 66 systems - reported by user,SPOOFING,Email Spoofing,2,2025-02-13 01:45:48,Contained,Security Tool
SEC678324,suspicious activity - degrading application performance - flagged by SIEM,SPOOFING,GPS Spoofing,3,2025-01-28 05:01:48,In Progress,System Admin
SEC902429,ransom note detected - degrading system performance - caught by firewall,MALWARE,Ransomware,3,2025-02-11 14:30:48,Contained,Security Tool
SEC366408,man-in-the-middle session intercept - impacting critical data - discovered during audit - User Agent: Mozilla/1.0,HIJACKING,Session Hijacking,3,2025-02-11 02:42:48,In Progress,Network Admin
SEC957656,potential compromise - impacting critical data - detected by IDS,ACCESS_CONTROL,Access Bypass,3,2025-02-19 16:07:48,In Progress,System Admin
SEC974554,unauthorized gateway change - impacting critical data - discovered during audit,HIJACKING,Network Hijacking,3,2025-02-13 11:38:48,Resolved,Security Tool
SEC186415,SSL strip attack detected - impacting sensitive data - flagged by SIEM,HIJACKING,Network Hijacking,3,2025-02-19 16:20:48,Open,Security Tool
SEC107041,suspicious activity - affecting 64 systems - reported by user,ACCESS_CONTROL,Authorization Bypass,4,2025-02-20 01:05:48,Resolved,Security Tool
SEC238943,SSO bypass attempt - impacting critical data - identified by threat hunting,ACCESS_CONTROL,Authentication Bypass,4,2025-01-26 23:17:48,Contained,Security Engineer
SEC652552,suspicious activity - impacting customer data - identified by threat hunting,MALWARE,Keylogger,2,2025-02-16 13:16:48,Resolved,Security Tool
SEC583157,security violation - impacting sensitive data - reported by user,HIJACKING,Browser Hijacking,3,2025-02-12 17:07:48,Resolved,Security Engineer
SEC401312,suspicious activity - degrading application performance - caught by firewall,ACCESS_CONTROL,Authorization Bypass,2,2025-02-10 16:19:48,In Progress,Security Engineer
SEC525836,suspicious activity - affecting 9 systems - identified by threat hunting,SPOOFING,GPS Spoofing,1,2025-02-04 04:44:48,In Progress,System Admin
SEC435143,suspicious activity - degrading application performance - detected by IDS,MALWARE,Trojan,4,2025-02-05 04:01:48,Resolved,Security Tool
SEC419980,suspicious activity - degrading system performance - reported by EDR,SPOOFING,DHCP Spoofing,4,2025-02-09 12:01:48,Contained,Security Tool
SEC535743,potential compromise - degrading network performance - identified by threat hunting,HIJACKING,Browser Hijacking,3,2025-02-06 19:43:48,In Progress,Network Admin
SEC163921,security violation - affecting 20 systems - flagged by SIEM,ACCESS_CONTROL,Access Bypass,3,2025-02-06 03:00:48,In Progress,Security Tool
SEC901501,ransom note detected - affecting 35 systems - flagged by SIEM - Extension: .1f9324cd,MALWARE,Ransomware,2,2025-02-20 19:24:48,Escalated,SOC Analyst
SEC643958,unauthorized ARP reply - degrading application performance - detected by IDS,SPOOFING,ARP Spoofing,3,2025-02-06 23:40:48,Contained,SOC Analyst
SEC669062,potential compromise - degrading application performance - identified by SOC,MALWARE,Adware,4,2025-02-10 06:08:48,Open,System Admin
SEC281666,unauthorized session usage - impacting financial data - reported by user - User Agent: Mozilla/5.0,HIJACKING,Session Hijacking,4,2025-02-13 03:18:48,In Progress,System Admin
SEC292092,potential compromise - impacting financial data - detected by IDS,SPOOFING,DHCP Spoofing,4,2025-02-02 08:42:48,Contained,System Admin
SEC689121,potential compromise - impacting financial data - detected by IDS,HIJACKING,Browser Hijacking,4,2025-02-06 17:51:48,In Progress,Security Engineer
SEC858991,suspicious activity - compromising 1 user accounts - discovered during audit,HIJACKING,Browser Hijacking,4,2025-01-31 02:10:48,Contained,Security Engineer
SEC659529,unauthorized data exfiltration - impacting critical data - caught by firewall,MALWARE,Spyware,3,2025-01-28 20:54:48,In Progress,Security Engineer
SEC323054,gratuitous ARP detected - compromising 28 user accounts - identified by threat hunting,SPOOFING,ARP Spoofing,3,2025-01-24 23:39:48,In Progress,Security Engineer
SEC715398,security violation - affecting 26 systems - identified by SOC,SPOOFING,GPS Spoofing,3,2025-02-13 10:33:48,Escalated,SOC Analyst
SEC998468,suspicious activity - impacting customer data - discovered during audit,ACCESS_CONTROL,Access Bypass,4,2025-02-12 12:01:48,In Progress,System Admin
SEC881670,suspicious activity - impacting sensitive data - reported by EDR,ACCESS_CONTROL,Authorization Bypass,3,2025-02-14 08:14:48,Contained,Security Engineer
SEC713248,suspicious activity - impacting financial data - reported by EDR,ACCESS_CONTROL,MFA Compromise,2,2025-01-29 21:53:48,Contained,Security Engineer
SEC500194,unauthorized gateway change - affecting 92 systems - detected by IDS,HIJACKING,Network Hijacking,3,2025-01-26 22:29:48,Open,System Admin
SEC732964,security violation - degrading network performance - detected by IDS,MALWARE,Cryptominer,2,2025-02-11 09:37:48,Contained,Security Tool
SEC213836,direct object reference - degrading service performance - caught by firewall,ACCESS_CONTROL,Authentication Bypass,3,2025-01-28 22:27:48,Resolved,Security Engineer
SEC690730,IP impersonation attempt - impacting sensitive data - reported by user,SPOOFING,IP Spoofing,1,2025-01-23 10:45:48,Resolved,System Admin
SEC913354,fake DNS records detected - impacting critical data - reported by user,SPOOFING,DNS Spoofing,4,2025-02-08 20:18:48,Escalated,Security Engineer
SEC195429,SPF verification failure - compromising 28 user accounts - reported by EDR,SPOOFING,Email Spoofing,4,2025-02-18 15:36:48,Contained,System Admin
SEC783744,unauthorized data exfiltration - compromising 38 user accounts - flagged by SIEM,MALWARE,Spyware,4,2025-01-26 21:58:48,Open,SOC Analyst
SEC122663,password spraying detected - affecting 9 systems - flagged by SIEM,HIJACKING,Account Hijacking,2,2025-02-20 14:31:48,Escalated,Security Engineer
SEC727917,horizontal privilege escalation - impacting customer data - reported by user,ACCESS_CONTROL,Privilege Escalation,4,2025-01-24 05:35:48,Resolved,Security Engineer
SEC745219,header manipulation detected - impacting sensitive data - flagged by SIEM,SPOOFING,Email Spoofing,3,2025-02-06 13:01:48,Open,Security Engineer
SEC732473,backup deletion attempt - compromising 25 user accounts - flagged by SIEM - Extension: .890eeb8e,MALWARE,Ransomware,4,2025-02-04 14:06:48,Resolved,System Admin
SEC767358,security violation - impacting critical data - detected by IDS,SPOOFING,GPS Spoofing,1,2025-02-04 13:48:48,Open,Security Tool
SEC619533,security violation - compromising 8 user accounts - identified by threat hunting,HIJACKING,Browser Hijacking,4,2025-02-15 23:33:48,Escalated,System Admin
SEC810979,password spraying detected - compromising 6 user accounts - reported by user,HIJACKING,Account Hijacking,4,2025-02-02 19:28:48,Contained,Network Admin
SEC810556,ransom note detected - degrading application performance - reported by user - Bitcoin Address: 7df56b2f7d7e8437892211b13b94c02c8cbe927e,MALWARE,Ransomware,4,2025-02-01 13:48:48,In Progress,Security Tool
SEC569176,horizontal privilege escalation - impacting critical data - discovered during audit,ACCESS_CONTROL,Privilege Escalation,4,2025-02-02 09:54:48,Escalated,Network Admin
SEC173258,suspicious activity - degrading system performance - identified by SOC,HIJACKING,Browser Hijacking,4,2025-02-13 08:36:48,In Progress,System Admin
SEC737295,authentication mechanism bypass - degrading network performance - flagged by SIEM,ACCESS_CONTROL,Authentication Bypass,4,2025-01-30 04:47:48,Resolved,System Admin
SEC780833,security violation - compromising 20 user accounts - flagged by SIEM,MALWARE,Adware,3,2025-01-30 05:27:48,Resolved,SOC Analyst
SEC954450,rootkit persistence mechanism - affecting 18 systems - discovered during audit,MALWARE,Rootkit,4,2025-01-30 08:54:48,Contained,System Admin
SEC452174,ransom note detected - affecting 9 systems - caught by firewall - Extension: .475bb1ff,MALWARE,Ransomware,2,2025-01-21 15:42:48,Contained,Security Engineer
SEC735141,security violation - impacting critical data - detected by IDS,SPOOFING,DHCP Spoofing,2,2025-02-10 13:36:48,Escalated,Security Tool
SEC244789,protocol downgrade attempt - affecting 23 systems - discovered during audit,HIJACKING,Network Hijacking,4,2025-02-18 06:40:48,In Progress,Network Admin
SEC436605,suspicious ARP broadcast - impacting critical data - caught by firewall,SPOOFING,ARP Spoofing,4,2025-02-19 13:42:48,In Progress,Security Tool
SEC540858,SPF verification failure - compromising 24 user accounts - identified by threat hunting,SPOOFING,Email Spoofing,1,2025-01-29 05:58:48,Resolved,Security Engineer
SEC604235,suspicious activity - compromising 36 user accounts - reported by user,ACCESS_CONTROL,MFA Compromise,4,2025-01-30 16:00:48,Open,System Admin
SEC342683,potential compromise - impacting critical data - identified by SOC,HIJACKING,Click Hijacking,4,2025-01-29 15:31:48,Contained,Security Tool
SEC142552,sudo abuse detected - impacting critical data - flagged by SIEM,ACCESS_CONTROL,Privilege Escalation,3,2025-01-26 16:37:48,Escalated,System Admin
SEC998239,password hash exploitation - affecting 18 systems - reported by user,ACCESS_CONTROL,Authentication Bypass,4,2025-02-18 00:54:48,Open,System Admin
SEC694806,security violation - impacting financial data - detected by IDS,SPOOFING,MAC Spoofing,4,2025-01-31 03:00:48,Escalated,SOC Analyst
SEC226881,suspicious activity - affecting 36 systems - identified by SOC,SPOOFING,MAC Spoofing,2,2025-02-01 11:13:48,Escalated,System Admin
SEC340155,network scanning through ARP - degrading system performance - reported by EDR,SPOOFING,ARP Spoofing,1,2025-01-29 16:16:48,Resolved,Network Admin
SEC583773,security violation - degrading network performance - identified by SOC,ACCESS_CONTROL,Access Bypass,4,2025-02-20 04:51:48,In Progress,System Admin
SEC676590,potential compromise - degrading application performance - reported by EDR,ACCESS_CONTROL,Authorization Bypass,2,2025-02-01 07:03:48,Escalated,Network Admin
SEC522085,security violation - affecting 70 systems - caught by firewall,HIJACKING,Browser Hijacking,3,2025-02-02 10:23:48,In Progress,Network Admin
SEC446651,SSO bypass attempt - degrading network performance - identified by threat hunting,ACCESS_CONTROL,Authentication Bypass,3,2025-02-20 04:16:48,Escalated,SOC Analyst
SEC767589,session token compromise - compromising 3 user accounts - detected by IDS - Cookie Length: 53,HIJACKING,Session Hijacking,3,2025-02-04 21:36:48,Open,System Admin
SEC840825,system file manipulation - impacting customer data - flagged by SIEM,MALWARE,Rootkit,4,2025-02-01 17:02:48,In Progress,Security Tool
SEC287679,hidden process detected - impacting critical data - caught by firewall,MALWARE,Rootkit,2,2025-02-14 08:06:48,In Progress,SOC Analyst
SEC381761,suspicious activity - impacting critical data - identified by SOC,ACCESS_CONTROL,Access Bypass,3,2025-02-07 10:13:48,Contained,System Admin
SEC107174,potential compromise - degrading network performance - identified by threat hunting,ACCESS_CONTROL,MFA Compromise,2,2025-02-16 13:06:48,Escalated,Security Tool
SEC993411,security violation - affecting 81 systems - identified by SOC,HIJACKING,Browser Hijacking,2,2025-01-31 06:24:48,Escalated,SOC Analyst
SEC162101,unauthorized privilege elevation - degrading system performance - discovered during audit,ACCESS_CONTROL,Privilege Escalation,3,2025-02-20 14:02:48,Resolved,SOC Analyst
SEC132086,DNS resolver compromise attempt - degrading system performance - reported by user,SPOOFING,DNS Spoofing,4,2025-01-30 22:39:48,Resolved,Network Admin
SEC948265,cookie theft detected - compromising 41 user accounts - reported by EDR,HIJACKING,Session Hijacking,3,2025-02-13 04:03:48,Resolved,System Admin
SEC855086,vertical privilege escalation - degrading service performance - flagged by SIEM,ACCESS_CONTROL,Privilege Escalation,3,2025-01-26 01:41:48,Escalated,Security Tool
SEC322148,suspicious activity - impacting sensitive data - identified by threat hunting,MALWARE,Keylogger,4,2025-01-26 21:15:48,Open,System Admin
SEC456898,suspicious IP routing behavior - degrading application performance - flagged by SIEM - Source IP: 254.85.9.222,SPOOFING,IP Spoofing,3,2025-02-18 07:19:48,Open,SOC Analyst
SEC786956,potential compromise - compromising 47 user accounts - identified by threat hunting,HIJACKING,Click Hijacking,4,2025-02-05 05:07:48,In Progress,SOC Analyst
SEC144869,security violation - affecting 78 systems - identified by threat hunting,SPOOFING,MAC Spoofing,3,2025-01-27 21:32:48,Resolved,SOC Analyst
SEC628616,potential compromise - affecting 7 systems - discovered during audit,ACCESS_CONTROL,MFA Compromise,2,2025-02-12 20:26:48,Escalated,Security Tool
SEC248078,suspicious activity - impacting critical data - discovered during audit,ACCESS_CONTROL,Authorization Bypass,4,2025-02-19 17:17:48,Contained,System Admin
SEC897162,suspicious activity - affecting 7 systems - reported by EDR,ACCESS_CONTROL,Authorization Bypass,3,2025-01-28 21:19:48,In Progress,SOC Analyst
SEC360405,horizontal privilege escalation - compromising 37 user accounts - discovered during audit,ACCESS_CONTROL,Privilege Escalation,3,2025-01-27 01:29:48,In Progress,SOC Analyst
SEC480072,suspicious activity - compromising 34 user accounts - reported by user,MALWARE,Adware,4,2025-02-09 10:20:48,Open,SOC Analyst
SEC208469,sudo abuse detected - degrading application performance - caught by firewall,ACCESS_CONTROL,Privilege Escalation,2,2025-01-22 16:33:48,Escalated,System Admin
SEC431885,session fixation attempt - affecting 23 systems - detected by IDS,HIJACKING,Session Hijacking,2,2025-02-21 14:30:48,In Progress,Security Tool
SEC706144,authentication mechanism bypass - compromising 24 user accounts - discovered during audit,ACCESS_CONTROL,Authentication Bypass,3,2025-02-08 16:59:48,Escalated,Security Engineer
SEC871700,fake DNS records detected - degrading application performance - detected by IDS,SPOOFING,DNS Spoofing,4,2025-02-07 08:27:48,Resolved,Security Tool
SEC115329,suspicious activity - affecting 13 systems - identified by threat hunting,MALWARE,Cryptominer,3,2025-02-05 07:46:48,Escalated,SOC Analyst
SEC493782,potential compromise - degrading application performance - flagged by SIEM,ACCESS_CONTROL,MFA Compromise,4,2025-01-22 15:24:48,Resolved,Security Tool
SEC500278,security violation - compromising 25 user accounts - detected by IDS,ACCESS_CONTROL,Access Bypass,4,2025-02-20 12:43:48,In Progress,System Admin
SEC671810,suspicious activity - compromising 17 user accounts - caught by firewall,MALWARE,Adware,4,2025-01-25 00:23:48,In Progress,Security Engineer
SEC319379,ransom note detected - impacting critical data - identified by SOC,MALWARE,Ransomware,4,2025-02-16 06:59:48,In Progress,Security Engineer
SEC663698,security violation - affecting 36 systems - reported by user,HIJACKING,Browser Hijacking,3,2025-02-17 18:48:48,In Progress,System Admin
SEC972743,suspicious activity - degrading system performance - identified by SOC,ACCESS_CONTROL,Access Bypass,4,2025-02-12 21:47:48,In Progress,Security Engineer
SEC118650,security violation - compromising 34 user accounts - caught by firewall,HIJACKING,Click Hijacking,4,2025-02-17 10:41:48,Escalated,Network Admin
SEC592504,SYSTEM level escalation - compromising 40 user accounts - flagged by SIEM,ACCESS_CONTROL,Privilege Escalation,3,2025-02-06 09:47:48,Escalated,Security Engineer
SEC429477,admin rights abuse - degrading network performance - reported by EDR,ACCESS_CONTROL,Privilege Escalation,4,2025-02-10 15:33:48,Escalated,System Admin
SEC219475,security violation - degrading network performance - discovered during audit,HIJACKING,Click Hijacking,4,2025-01-28 09:26:48,Contained,Security Tool
SEC915660,security violation - impacting sensitive data - caught by firewall,ACCESS_CONTROL,Authorization Bypass,3,2025-02-07 03:21:48,In Progress,SOC Analyst
SEC223648,suspicious activity - impacting critical data - discovered during audit,HIJACKING,Browser Hijacking,3,2025-02-10 03:49:48,Escalated,Security Engineer
SEC566993,ARP table manipulation - compromising 33 user accounts - caught by firewall,SPOOFING,ARP Spoofing,2,2025-01-27 10:47:48,In Progress,Network Admin
SEC566786,security violation - degrading network performance - flagged by SIEM,ACCESS_CONTROL,Authorization Bypass,2,2025-02-03 18:48:48,In Progress,Network Admin
SEC182324,session validation failure - compromising 36 user accounts - reported by EDR,HIJACKING,Session Hijacking,4,2025-01-21 22:56:48,Contained,System Admin
SEC375992,mass file extension change - compromising 39 user accounts - flagged by SIEM - Encrypted Files: 5551,MALWARE,Ransomware,4,2025-02-02 02:29:48,Resolved,Network Admin
SEC301890,multiple authentication failures - impacting critical data - discovered during audit,HIJACKING,Account Hijacking,4,2025-02-20 12:44:48,Contained,Security Tool
SEC100857,suspicious activity - degrading network performance - flagged by SIEM,ACCESS_CONTROL,Access Bypass,3,2025-02-12 12:11:48,Resolved,Security Tool
SEC307554,suspicious activity - affecting 88 systems - caught by firewall,SPOOFING,MAC Spoofing,4,2025-01-27 22:30:48,Open,Security Tool
SEC470823,security violation - degrading network performance - reported by user,ACCESS_CONTROL,MFA Compromise,4,2025-02-15 05:14:48,In Progress,Security Tool
SEC436620,security violation - impacting critical data - caught by firewall,MALWARE,Keylogger,4,2025-02-12 21:52:48,Resolved,SOC Analyst
SEC450709,direct object reference - degrading service performance - discovered during audit,ACCESS_CONTROL,Authentication Bypass,3,2025-02-13 01:21:48,In Progress,Security Tool
SEC770864,traffic redirection detected - compromising 26 user accounts - identified by SOC,HIJACKING,Network Hijacking,2,2025-01-22 02:24:48,Contained,System Admin
SEC284507,forced browsing detected - impacting critical data - detected by IDS,ACCESS_CONTROL,Authentication Bypass,3,2025-01-25 03:50:48,Open,System Admin
SEC480570,gratuitous ARP detected - degrading application performance - identified by SOC,SPOOFING,ARP Spoofing,4,2025-02-05 23:01:48,Open,Security Engineer
SEC650491,traffic redirection detected - compromising 1 user accounts - discovered during audit,HIJACKING,Network Hijacking,3,2025-01-31 19:41:48,Resolved,Network Admin
SEC750756,unauthorized session usage - impacting financial data - reported by EDR - Session ID: d4e30f5e426636b4,HIJACKING,Session Hijacking,4,2025-01-23 00:59:48,Resolved,SOC Analyst
SEC803229,suspicious activity - compromising 3 user accounts - flagged by SIEM,MALWARE,Trojan,4,2025-02-19 15:18:48,Escalated,Security Engineer
SEC770361,unauthorized ARP reply - degrading service performance - identified by threat hunting,SPOOFING,ARP Spoofing,3,2025-01-29 21:52:48,Resolved,System Admin
SEC956592,suspicious activity - degrading service performance - identified by SOC,MALWARE,Keylogger,4,2025-01-27 19:48:48,Escalated,System Admin
SEC949459,network path manipulation - degrading network performance - flagged by SIEM,HIJACKING,Network Hijacking,3,2025-02-17 14:26:48,Escalated,SOC Analyst
SEC109701,suspicious email origin - affecting 4 systems - flagged by SIEM,SPOOFING,Email Spoofing,2,2025-02-07 18:10:48,Open,Security Engineer
SEC665268,keystroke logging detected - impacting sensitive data - caught by firewall,MALWARE,Spyware,4,2025-01-27 16:04:48,Escalated,SOC Analyst
SEC854928,potential compromise - compromising 28 user accounts - identified by SOC,ACCESS_CONTROL,Access Bypass,4,2025-02-07 22:17:48,Open,SOC Analyst
SEC434100,security violation - degrading application performance - discovered during audit,MALWARE,Keylogger,4,2025-02-02 18:21:48,Contained,System Admin
SEC863340,ARP table manipulation - compromising 16 user accounts - reported by EDR,SPOOFING,ARP Spoofing,4,2025-02-20 14:12:48,Contained,SOC Analyst
SEC499600,security violation - degrading service performance - flagged by SIEM,SPOOFING,MAC Spoofing,4,2025-02-17 13:14:48,Escalated,System Admin
SEC449120,unusual login pattern - impacting critical data - caught by firewall,HIJACKING,Account Hijacking,4,2025-01-26 21:17:48,Resolved,Network Admin
SEC777012,suspicious activity - impacting financial data - discovered during audit,ACCESS_CONTROL,MFA Compromise,4,2025-01-30 20:35:48,Contained,SOC Analyst
SEC448620,security violation - compromising 15 user accounts - caught by firewall,ACCESS_CONTROL,Authorization Bypass,3,2025-01-29 02:00:48,Contained,Security Engineer
SEC574620,password spraying detected - impacting financial data - caught by firewall,HIJACKING,Account Hijacking,3,2025-02-20 20:41:48,In Progress,Network Admin
SEC344361,security violation - compromising 11 user accounts - discovered during audit,SPOOFING,MAC Spoofing,2,2025-01-29 23:47:48,Escalated,Security Engineer
SEC637723,network scanning through ARP - compromising 14 user accounts - identified by threat hunting,SPOOFING,ARP Spoofing,4,2025-02-05 13:45:48,Open,Security Tool
SEC966355,security violation - affecting 55 systems - detected by IDS,ACCESS_CONTROL,Authorization Bypass,3,2025-02-18 07:05:48,Contained,SOC Analyst
SEC637699,suspicious activity - impacting critical data - discovered during audit,ACCESS_CONTROL,Authorization Bypass,3,2025-01-28 18:51:48,Open,System Admin
SEC540891,suspicious activity - affecting 70 systems - identified by SOC,MALWARE,Cryptominer,4,2025-02-10 12:56:48,Open,System Admin
SEC359481,security violation - compromising 41 user accounts - identified by threat hunting,HIJACKING,Browser Hijacking,4,2025-02-17 18:54:48,Escalated,SOC Analyst
SEC233463,suspicious DNS response - affecting 100 systems - identified by threat hunting,SPOOFING,DNS Spoofing,4,2025-02-05 05:12:48,Contained,Security Tool
SEC318832,unauthorized gateway change - affecting 75 systems - discovered during audit,HIJACKING,Network Hijacking,3,2025-02-14 04:10:48,Escalated,System Admin
SEC705779,suspicious activity - degrading application performance - detected by IDS,ACCESS_CONTROL,MFA Compromise,3,2025-02-01 15:14:48,In Progress,Security Engineer
SEC455099,backup deletion attempt - affecting 16 systems - identified by SOC,MALWARE,Ransomware,4,2025-02-08 01:16:48,Resolved,Security Engineer
SEC877008,IP impersonation attempt - degrading network performance - reported by user,SPOOFING,IP Spoofing,4,2025-02-03 12:36:48,Contained,Security Engineer
SEC444548,security violation - degrading service performance - discovered during audit,ACCESS_CONTROL,Authorization Bypass,4,2025-01-30 02:40:48,Open,Network Admin
SEC696690,potential compromise - impacting sensitive data - flagged by SIEM,MALWARE,Trojan,4,2025-02-09 06:52:48,Contained,Security Engineer
SEC699243,known ransomware signature - degrading network performance - reported by user - Encrypted Files: 7316,MALWARE,Ransomware,3,2025-01-27 04:01:48,In Progress,System Admin
SEC448626,security violation - compromising 47 user accounts - identified by SOC,SPOOFING,GPS Spoofing,4,2025-02-05 13:07:48,Contained,SOC Analyst
SEC296930,suspicious activity - impacting financial data - reported by EDR,HIJACKING,Click Hijacking,3,2025-02-20 03:14:48,Escalated,Security Tool
SEC901140,security violation - affecting 45 systems - flagged by SIEM,ACCESS_CONTROL,Authorization Bypass,3,2025-02-20 16:08:48,In Progress,Security Engineer
SEC335329,security violation - compromising 41 user accounts - identified by SOC,ACCESS_CONTROL,Access Bypass,4,2025-02-08 14:42:48,Contained,SOC Analyst
SEC844931,suspicious activity - compromising 10 user accounts - reported by EDR,ACCESS_CONTROL,Authorization Bypass,4,2025-02-09 01:49:48,Escalated,SOC Analyst
SEC669275,ransomware communication pattern - impacting critical data - reported by user - Bitcoin Address: 76cad101296d0a83580e728d27f4b5c24ada5c2c,MALWARE,Ransomware,3,2025-01-25 00:11:48,Resolved,Security Engineer
SEC408788,potential compromise - degrading system performance - detected by IDS,MALWARE,Worm,3,2025-01-23 11:03:48,Resolved,System Admin
SEC252259,unauthorized ARP reply - degrading system performance - reported by user,SPOOFING,ARP Spoofing,3,2025-02-13 03:35:48,Escalated,Security Tool
SEC621594,potential compromise - affecting 65 systems - caught by firewall,ACCESS_CONTROL,Access Bypass,4,2025-01-25 05:07:48,Open,System Admin
SEC954249,password hash exploitation - compromising 5 user accounts - identified by SOC,ACCESS_CONTROL,Authentication Bypass,4,2025-01-31 03:53:48,Open,Security Engineer
SEC774635,security violation - degrading service performance - flagged by SIEM,MALWARE,Adware,2,2025-01-26 09:36:48,Open,System Admin
SEC938166,DMARC policy violation - impacting critical data - identified by threat hunting,SPOOFING,Email Spoofing,3,2025-02-08 09:10:48,Contained,Security Engineer
SEC973123,potential compromise - affecting 10 systems - reported by user,SPOOFING,GPS Spoofing,4,2025-02-03 03:24:48,In Progress,Security Tool
SEC561501,session validation failure - degrading system performance - identified by threat hunting - Cookie Length: 253,HIJACKING,Session Hijacking,3,2025-01-27 15:34:48,Contained,Security Engineer
SEC898089,potential compromise - compromising 50 user accounts - identified by SOC,HIJACKING,Click Hijacking,4,2025-01-26 12:25:48,Open,Security Engineer
SEC354170,account takeover attempt - impacting sensitive data - reported by EDR,HIJACKING,Account Hijacking,4,2025-01-31 23:31:48,Escalated,SOC Analyst
SEC532272,potential compromise - compromising 21 user accounts - caught by firewall,SPOOFING,MAC Spoofing,4,2025-02-05 02:59:48,Contained,Security Tool
SEC809072,keystroke logging detected - compromising 8 user accounts - detected by IDS,MALWARE,Spyware,3,2025-02-03 22:02:48,Escalated,Network Admin
SEC403626,suspicious driver loading - compromising 34 user accounts - reported by user,MALWARE,Rootkit,3,2025-01-22 16:16:48,Escalated,SOC Analyst
SEC888315,security violation - compromising 1 user accounts - reported by EDR,MALWARE,Trojan,4,2025-01-27 09:24:48,Escalated,Security Tool
SEC319915,potential compromise - compromising 36 user accounts - discovered during audit,MALWARE,Keylogger,4,2025-01-23 02:46:48,Resolved,SOC Analyst
SEC198737,suspicious activity - affecting 8 systems - detected by IDS,ACCESS_CONTROL,Authorization Bypass,4,2025-02-04 03:05:48,Open,Network Admin
SEC134521,cookie theft detected - degrading service performance - caught by firewall,HIJACKING,Session Hijacking,4,2025-01-27 02:30:48,Escalated,Network Admin
SEC833006,security violation - degrading system performance - flagged by SIEM,SPOOFING,DHCP Spoofing,3,2025-02-18 11:56:48,In Progress,SOC Analyst
SEC940242,credential stuffing attack - compromising 35 user accounts - discovered during audit,HIJACKING,Account Hijacking,3,2025-02-13 02:04:48,Escalated,System Admin
SEC794368,potential compromise - compromising 42 user accounts - discovered during audit,ACCESS_CONTROL,Authorization Bypass,4,2025-02-20 21:34:48,In Progress,Security Engineer
SEC796437,account takeover attempt - degrading service performance - reported by EDR,HIJACKING,Account Hijacking,4,2025-02-08 17:56:48,Contained,Security Tool
