description,category,subcategory,priority
IMMEDIATE ACTION REQUIRED: Database Memory pressure !!! customer data unavailable,DATABASE,Performance,2
Connection refused: can't establish any connections - started after recent schema update,DATABASE,Availability,1
CRITICAL: Database error in Performance metrics missing - AWR reports not generating - error rate spiking in DB monitoring,DATABASE,Monitoring & Logging,3
Time sensitive: Transaction log backup failed - revenue-generating database down - inconsistent backup state,DATABASE,Backup & Recovery,3
Parameter file corruption (rebooted database server) ; initialization parameters invalid - business intelligence platform affected,DATABASE,Configuration,2
Backup job failed ! error code in logs - impacting all database-dependent services,DATABASE,Backup & Recovery,1
Time sensitive: Backup validation failed - multiple clients affected by database outage - transaction logs missing,DATABASE,Backup & Recovery,1
Schema change failed (error logs attached in screenshot) ; materialized view refresh hanging - database-dependent services down,DATABASE,Schema Management,1
Time sensitive: Parameter file corruption - reports not generating - memory settings causing crashes,DATABASE,Configuration,1
URGENT: Database Tablespace at capacity !!! can't process customer orders in database,DATABASE,Capacity,2
Production DB blocked by Query timeout - query plans suddenly inefficient - multiple teams blocked from data access,DATABASE,Performance,1
DATABASE ALERT: Log rotation failure - performance counters reset - memory usage growing exponentially on DB server,DATABASE,Monitoring & Logging,3
Important: Problems with database Function compilation error - sequence exhausted available values - rebooted database server,DATABASE,Schema Management,1
MAJOR DATABASE INCIDENT: Log rotation failure ! customer data unavailable,DATABASE,Monitoring & Logging,3
Time sensitive: Incomplete backup set - entire ERP system down - backup job failing every night,DATABASE,Backup & Recovery,3
Production DB blocked by Instance not responding ! entire company database access affected,DATABASE,Availability,1
Recovery missing logs (multiple users reporting same database problem) ; archive logs missing - multiple teams blocked from data access,DATABASE,Backup & Recovery,1
Alert log filled with errors: audit trail missing entries - business intelligence platform affected,DATABASE,Monitoring & Logging,3
Partition operation failed (rebooted database server) ; index unusable after update - entire company database access affected,DATABASE,Schema Management,1
Index rebuild error: sequence exhausted available values - multiple clients affected by database outage,DATABASE,Schema Management,2
Failed stored procedure ! issue reproducible in all database environments - production database pipeline completely stopped,DATABASE,Schema Management,2
Time sensitive: Log shipping failure - business intelligence platform affected - recovery operation hanging,DATABASE,Backup & Recovery,2
Memory pressure: queries taking 10+ minutes - happens on all queries,DATABASE,Performance,3
User account locked - checked database logs ! entire ERP system down,DATABASE,User Access,2
Partition operation failed (tried restarting instance) . DDL operation blocked by locks . all data access blocked,DATABASE,Schema Management,2
Log reader agent failing ! tried different connection methods - revenue-generating database down,DATABASE,Replication,4
Replication lag critical (all retry attempts to database failed) . replication topology broken . critical business processes blocked by DB issue,DATABASE,Replication,2
Time sensitive: Health check reporting errors - revenue-generating database down - deadlock detector not working,DATABASE,Monitoring & Logging,1
Backup validation failed ! database metrics showing anomalies - all queries failing,DATABASE,Backup & Recovery,1
Invalid connection string (error logs attached in screenshot) . service registration failed . customer data unavailable,DATABASE,Configuration,1
!!Data corruption!! - Connection pool exhausted - listener not accepting connections - tried different connection methods,DATABASE,Availability,1
Datafile autoextend failed (error rate spiking in DB monitoring) . disk space critical on DB server . transactions not processing,DATABASE,Capacity,2
Time-critical alert: Differential backup corrupted ! customer data unavailable - can't access backup files,DATABASE,Backup & Recovery,4
Trigger execution failure (started after recent schema update) . invalid object references . customer data unavailable,DATABASE,Schema Management,4
Log rotation failure (all attempts to connect fail) ; alert log flooded with errors - finance system can't access data,DATABASE,Monitoring & Logging,4
Important: Problems with database User account locked - permissions revoked unexpectedly - database metrics showing anomalies,DATABASE,User Access,3
Database failover failed (issue reproducible in all database environments) . service completely unresponsive . reports not generating,DATABASE,Availability,3
Temp space exhausted (error rate spiking in DB monitoring) . max file size reached . impacting all database-dependent services,DATABASE,Capacity,2
Event notification failure: no monitoring data available - transactions not processing,DATABASE,Monitoring & Logging,1
High wait times: connection string failing - rebooted database server,DATABASE,Availability,3
!!Data corruption!! - Replica lag critical !!! entire company database access affected,DATABASE,Availability,1
Time sensitive: Backup job failed - multiple teams blocked from data access - archive logs missing,DATABASE,Backup & Recovery,1
Referential integrity failure - multiple users reporting same database problem ! finance system can't access data,DATABASE,Data Integrity,1
Immediate database assistance needed: Log write delays ! customer-facing database services impacted,DATABASE,Performance,2
BLOCKING DATABASE ISSUE: Replica lag critical !!! revenue-generating database down,DATABASE,Availability,4
HELP - DB down Database timeout - instance crashed with core dump - customer-facing database services impacted,DATABASE,Availability,3
Replica lag critical ! started after morning maintenance - production database pipeline completely stopped,DATABASE,Availability,1
Time sensitive: Log reader agent failing - impacting all database-dependent services - circular replication error,DATABASE,Replication,1
Time-critical alert: Performance metrics missing ! finance system can't access data - audit trail missing entries,DATABASE,Monitoring & Logging,2
Time sensitive: Memory pressure - entire company database access affected - parameter queries failing,DATABASE,Performance,3
Database diagnostics not available: wait event statistics unavailable - started after recent schema update,DATABASE,Monitoring & Logging,2
Schema change failed (rebooted database server) . trigger causing exceptions . multiple clients affected by database outage,DATABASE,Schema Management,1
URGENT: Database Index scan bottleneck ! database-dependent services down,DATABASE,Performance,2
IMMEDIATE ACTION REQUIRED: Database Tablespace at capacity !!! reports not generating,DATABASE,Capacity,1
Log shipping failure ! memory usage growing exponentially on DB server - multiple clients affected by database outage,DATABASE,Backup & Recovery,1
Time-critical alert: Change tracking failed ! production database pipeline completely stopped - publisher/subscriber mismatch,DATABASE,Replication,4
Configuration file missing (tried restarting instance) ; initialization parameters invalid - finance system can't access data,DATABASE,Configuration,4
Privilege escalation detected (multiple users reporting same database problem) ; permissions revoked unexpectedly - finance system can't access data,DATABASE,User Access,2
EMERGENCY DATABASE TICKET: Temp space exhausted !!! multiple clients affected by database outage,DATABASE,Capacity,1
Rollback segment full (database console showing multiple errors) ; unable to allocate new blocks - transactions not processing,DATABASE,Capacity,4
Time sensitive: Foreign key violation - preventing order processing in database - record counts don't match,DATABASE,Data Integrity,3
Deadlock detection issues ! tried restarting instance - finance system can't access data,DATABASE,Monitoring & Logging,3
Time-critical alert: Excessive temp usage ! production database pipeline completely stopped - CPU usage at 100 on DB server,DATABASE,Performance,2
MAJOR DATABASE INCIDENT: Publication/subscription error !!! entire company database access affected,DATABASE,Replication,1
Log write delays: query plans suddenly inefficient - memory usage growing exponentially on DB server,DATABASE,Performance,2
Tablespace at capacity ! tried different connection methods - all data access blocked,DATABASE,Capacity,3
Backup space depleted (started after morning maintenance) ; unable to allocate new blocks - customer data unavailable,DATABASE,Capacity,2
Data type mismatch: record counts don't match - memory usage growing exponentially on DB server,DATABASE,Data Integrity,2
P1 DB INCIDENT: Invalid connection string - listener configuration invalid - impacting all database-dependent services,DATABASE,Configuration,1
HIGH PRIORITY DB ISSUE: Data corruption detected ! critical business processes blocked by DB issue,DATABASE,Data Integrity,1
Instance terminated unexpectedly: connection string failing - preventing order processing in database,DATABASE,Availability,1
Backup job failed: backup job failing every night - multiple instances affected,DATABASE,Backup & Recovery,2
Query timeout ! all retry attempts to database failed - multiple clients affected by database outage,DATABASE,Performance,2
CRITICAL DB ALERT: Backup job failed ! transactions not processing,DATABASE,Backup & Recovery,4
Table lock contention (all retry attempts to database failed) ; parameter queries failing - database-dependent services down,DATABASE,Performance,1
EMERGENCY DATABASE TICKET: Data corruption detected - record counts don't match - rebooted database server,DATABASE,Data Integrity,1
High wait times (happens on all queries) . connection attempts timing out . can't process customer orders in database,DATABASE,Availability,2
Database error preventing work Recovery stuck at rollback !!! business operations severely affected due to database issues,DATABASE,Backup & Recovery,3
URGENT: Database Failed stored procedure - index unusable after update - logs showing cascade of database failures,DATABASE,Schema Management,4
DATABASE ALERT: Orphaned records found - foreign key violations - error logs attached in screenshot,DATABASE,Data Integrity,1
Index scan bottleneck: CPU usage at 100 on DB server - transactions not processing,DATABASE,Performance,2
CRITICAL DB ALERT: Failed login attempts - proxy authentication errors - revenue-generating database down,DATABASE,User Access,3
Transaction log full: query memory grants failing - customer-facing database services impacted,DATABASE,Capacity,2
Immediate database assistance needed: Replication lag critical !!! customer data unavailable,DATABASE,Replication,1
Time sensitive: Database failover failed - multiple clients affected by database outage - instance crashed with core dump,DATABASE,Availability,2
Time sensitive: Distribution agent stalled - all queries failing - circular replication error,DATABASE,Replication,1
Database failover failed: socket connection refused - multiple clients affected by database outage,DATABASE,Availability,1
Transaction log corruption ! logs showing cascade of database failures - can't process customer orders in database,DATABASE,Data Integrity,2
Logical replication error (database console showing multiple errors) ; replication topology broken - revenue-generating database down,DATABASE,Replication,1
Connection refused ! memory usage growing exponentially on DB server - all data access blocked,DATABASE,Availability,1
Recovery stuck at rollback: can't restore from backup set - finance system can't access data,DATABASE,Backup & Recovery,3
Recovery stuck at rollback: recovery operation hanging - finance system can't access data,DATABASE,Backup & Recovery,2
Blocking transactions: index not being used - entire company database access affected,DATABASE,Performance,3
Time sensitive: Privilege escalation detected - customer data unavailable - proxy authentication errors,DATABASE,User Access,3
PRODUCTION DATABASE DOWN: Data corruption detected - query results inconsistent - production database pipeline completely stopped,DATABASE,Data Integrity,1
Resource limit exceeded - started after recent schema update ! multiple teams blocked from data access,DATABASE,User Access,1
Archivelog destination full - multiple instances affected ! preventing order processing in database,DATABASE,Capacity,1
Performance metrics missing (all attempts to connect fail) ; AWR reports not generating - revenue-generating database down,DATABASE,Monitoring & Logging,2
Important: Problems with database Query timeout - exponential query time increase - finance system can't access data,DATABASE,Performance,1
HELP - DB down Database cluster unavailable ! reports not generating,DATABASE,Availability,2
URGENT: Database Authentication method conflict ! all queries failing,DATABASE,Configuration,2
Partition operation failed (tried restarting instance) ; broken view definitions - can't process customer orders in database,DATABASE,Schema Management,3
Database error preventing work Partition operation failed !!! business intelligence platform affected,DATABASE,Schema Management,3
URGENT: Database Instance terminated unexpectedly ! finance system can't access data,DATABASE,Availability,1
Tablespace at capacity (all retry attempts to database failed) ; query memory grants failing - entire company database access affected,DATABASE,Capacity,2
URGENT - Database Customer Impact: Log rotation failure - metric collection failed - entire ERP system down,DATABASE,Monitoring & Logging,1
Time sensitive DB issue: Error log truncation - trace files not being created - multiple instances affected,DATABASE,Monitoring & Logging,1
Permission denied error - database metrics showing anomalies ! finance system can't access data,DATABASE,User Access,2
Health check reporting errors (checked database logs) . trace files not being created . critical business processes blocked by DB issue,DATABASE,Monitoring & Logging,3
Database timeout - logs showing cascade of database failures ! preventing order processing in database,DATABASE,Availability,2
Transaction log corruption ! multiple instances affected - business intelligence platform affected,DATABASE,Data Integrity,1
Database service crashed: connection attempts timing out - all attempts to connect fail,DATABASE,Availability,1
Log shipping failure (all attempts to connect fail) ; recovery operation hanging - business intelligence platform affected,DATABASE,Backup & Recovery,1
Important: Problems with database Monitoring agent disconnected - diagnostic pack not functioning - multiple instances affected,DATABASE,Monitoring & Logging,2
IMMEDIATE ACTION REQUIRED: Database Replication queue overflowed - replication queue backing up - happens on all queries,DATABASE,Replication,4
Resource limit exceeded: grant operations failing - error logs attached in screenshot,DATABASE,User Access,4
Transaction log corruption: truncated data in fields - checked database logs,DATABASE,Data Integrity,1
Index rebuild error: broken view definitions - customer data unavailable,DATABASE,Schema Management,4
Query timeout (database console showing multiple errors) . timeouts on simple selects . all queries failing,DATABASE,Performance,2
Time sensitive: Connection pool exhausted - customer data unavailable - instance crashed with core dump,DATABASE,Availability,2
DATABASE ALERT: Query logging failed - no monitoring data available - memory usage growing exponentially on DB server,DATABASE,Monitoring & Logging,3
Time sensitive: Temp space exhausted - multiple teams blocked from data access - can't extend tablespace,DATABASE,Capacity,1
Important: Problems with database Backup validation failed ! multiple teams blocked from data access,DATABASE,Backup & Recovery,2
HIGH PRIORITY DB ISSUE: Failed stored procedure - stored procedure compilation errors - rebooted database server,DATABASE,Schema Management,1
Index scan bottleneck (all attempts to connect fail) ; CPU usage at 100 on DB server - database-dependent services down,DATABASE,Performance,4
!!Data corruption!! - Event notification failure - wait event statistics unavailable - production database pipeline completely stopped,DATABASE,Monitoring & Logging,1
Data corruption detected - tried restarting instance ! critical business processes blocked by DB issue,DATABASE,Data Integrity,1
User quota exceeded (rebooted database server) ; role assignments disappeared - all data access blocked,DATABASE,User Access,1
Database service crashed: database port not responding - logs showing cascade of database failures,DATABASE,Availability,1
Backup job failed: can't access backup files - can't process customer orders in database,DATABASE,Backup & Recovery,1
Emergency - Can't access Broken view definition ! multiple teams blocked from data access,DATABASE,Schema Management,4
Index rebuild error (error logs attached in screenshot) . index unusable after update . entire company database access affected,DATABASE,Schema Management,3
Time-critical alert: Transaction log full ! business intelligence platform affected - max file size reached,DATABASE,Capacity,4
Sequence generation error - started after recent schema update ! customer data unavailable,DATABASE,Schema Management,3
Publication/subscription error - multiple users reporting same database problem ! can't process customer orders in database,DATABASE,Replication,1
Database error preventing work Archivelog destination full !!! preventing order processing in database,DATABASE,Capacity,1
Password expired (tried restarting instance) ; role assignments disappeared - transactions not processing,DATABASE,User Access,3
Connection pool exhausted (error code in logs) . listener not accepting connections . revenue-generating database down,DATABASE,Availability,2
IMMEDIATE ACTION REQUIRED: Database Database timeout ! preventing order processing in database,DATABASE,Availability,1
Backup space depleted (database metrics showing anomalies) . connection pool exhausted . entire company database access affected,DATABASE,Capacity,3
Transaction log backup failed ! database metrics showing anomalies - preventing order processing in database,DATABASE,Backup & Recovery,3
!!Data corruption!! - Alert log filled with errors - trace files not being created - database console showing multiple errors,DATABASE,Monitoring & Logging,2
Production DB blocked by Sequence generation error - schema validation errors - getting ORA-errors,DATABASE,Schema Management,4
Truncated data values - tried restarting instance ! customer data unavailable,DATABASE,Data Integrity,1
HIGH PRIORITY DB ISSUE: Table lock contention !!! business operations severely affected due to database issues,DATABASE,Performance,2
Time sensitive: Log rotation failure - customer-facing database services impacted - deadlock detector not working,DATABASE,Monitoring & Logging,3
Grant operation failed ! database console showing multiple errors - multiple teams blocked from data access,DATABASE,User Access,4
Role assignment failed (started after recent schema update) ; proxy authentication errors - all data access blocked,DATABASE,User Access,3
Truncated data values ! multiple users reporting same database problem - business intelligence platform affected,DATABASE,Data Integrity,2
Time sensitive DB issue: Trigger execution failure - schema validation errors - logs showing cascade of database failures,DATABASE,Schema Management,2
Instance terminated unexpectedly: service completely unresponsive - error logs attached in screenshot,DATABASE,Availability,1
URGENT - Database Customer Impact: Alert log filled with errors - alert log flooded with errors - error logs attached in screenshot,DATABASE,Monitoring & Logging,3
P1 DB INCIDENT: Foreign key violation !!! transactions not processing,DATABASE,Data Integrity,2
Immediate database assistance needed: Database diagnostics not available - no monitoring data available - error logs attached in screenshot,DATABASE,Monitoring & Logging,3
BLOCKING DATABASE ISSUE: Error log truncation - wait event statistics unavailable - impacting all database-dependent services,DATABASE,Monitoring & Logging,2
URGENT - Database Customer Impact: High I/O wait - CPU usage at 100 on DB server - business operations severely affected due to database issues,DATABASE,Performance,1
Time sensitive DB issue: Character set mismatch !!! transactions not processing,DATABASE,Configuration,3
Time-critical alert: Buffer cache thrashing ! entire company database access affected - timeouts on simple selects,DATABASE,Performance,1
Log write delays: timeouts on simple selects - revenue-generating database down,DATABASE,Performance,3
Partition operation failed ! tried restarting instance - all data access blocked,DATABASE,Schema Management,3
Poor query plan: timeouts on simple selects - memory usage growing exponentially on DB server,DATABASE,Performance,3
Important: Problems with database Replication topology broken - replication process terminated - database console showing multiple errors,DATABASE,Replication,2
!!Data corruption!! - Query memory exceeded - connection pool exhausted - entire company database access affected,DATABASE,Capacity,4
P1 DB INCIDENT: Schema version conflict !!! critical business processes blocked by DB issue,DATABASE,Schema Management,3
Time sensitive: Resource limit exceeded - business intelligence platform affected - grant operations failing,DATABASE,User Access,1
Replication queue overflowed: log reader agent failing - preventing order processing in database,DATABASE,Replication,4
Archivelog destination full (all retry attempts to database failed) ; can't extend tablespace - business intelligence platform affected,DATABASE,Capacity,4
Time sensitive: Referential integrity failure - customer data unavailable - checksums failing,DATABASE,Data Integrity,1
Time sensitive DB issue: Unauthorized schema access - role assignments disappeared - all attempts to connect fail,DATABASE,User Access,1
Table lock contention ! started after recent schema update - entire company database access affected,DATABASE,Performance,3
Immediate database assistance needed: Database cluster unavailable - socket connection refused - preventing order processing in database,DATABASE,Availability,1
Time-critical alert: Function compilation error ! multiple teams blocked from data access - stored procedure compilation errors,DATABASE,Schema Management,1
EMERGENCY DATABASE TICKET: IOPS limit exceeded - no space left for transactions - reports not generating,DATABASE,Capacity,4
Time sensitive: Schema version conflict - reports not generating - partition operation failed,DATABASE,Schema Management,2
Event notification failure: trace files not being created - customer-facing database services impacted,DATABASE,Monitoring & Logging,2
Database hung (tried restarting instance) . database port not responding . reports not generating,DATABASE,Availability,1
BLOCKING DATABASE ISSUE: Log files filled disk !!! revenue-generating database down,DATABASE,Capacity,1
Foreign key violation (issue reproducible in all database environments) ; checksums failing - transactions not processing,DATABASE,Data Integrity,3
Password expired - rebooted database server ! impacting all database-dependent services,DATABASE,User Access,4
Time sensitive: Referential integrity failure - finance system can't access data - orphaned relational records,DATABASE,Data Integrity,1
Schema change failed: invalid object references - tried restarting instance,DATABASE,Schema Management,3
Performance metrics missing: AWR reports not generating - production database pipeline completely stopped,DATABASE,Monitoring & Logging,4
Memory settings misconfigured: parameter file can't be read - transactions not processing,DATABASE,Configuration,3
URGENT: Database CDC process failed !!! all queries failing,DATABASE,Replication,4
Database diagnostics not available: AWR reports not generating - transactions not processing,DATABASE,Monitoring & Logging,4
BLOCKING DATABASE ISSUE: Index rebuild error ! database-dependent services down,DATABASE,Schema Management,2
EMERGENCY DATABASE TICKET: Query memory exceeded - temp tablespace full errors - production database pipeline completely stopped,DATABASE,Capacity,2
Time-critical alert: Invalid connection string ! multiple teams blocked from data access - parameter file can't be read,DATABASE,Configuration,1
Invalid connection string (getting ORA-errors) ; incompatible character sets - all data access blocked,DATABASE,Configuration,1
HIGH PRIORITY DB ISSUE: Blocking transactions - execution plan regression - impacting all database-dependent services,DATABASE,Performance,2
Connection pool exhausted: connection string failing - production database pipeline completely stopped,DATABASE,Availability,4
BLOCKING DATABASE ISSUE: Transaction log full ! entire ERP system down,DATABASE,Capacity,4
URGENT - Database Customer Impact: Log reader agent failing - replication queue backing up - business intelligence platform affected,DATABASE,Replication,1
Query logging failed ! error code in logs - entire company database access affected,DATABASE,Monitoring & Logging,2
HELP - DB down Incomplete backup set ! all queries failing,DATABASE,Backup & Recovery,1
Time sensitive: Point-in-time recovery error - reports not generating - log sequence gap detected,DATABASE,Backup & Recovery,2
Database restore failed ! started after recent schema update - preventing order processing in database,DATABASE,Backup & Recovery,1
CRITICAL: Database error in Query memory exceeded - temp tablespace full errors - transactions not processing,DATABASE,Capacity,1
Time-critical alert: Privilege escalation detected ! all data access blocked - privileged access revoked,DATABASE,User Access,3
Audit failure: alert log flooded with errors - tried restarting instance,DATABASE,Monitoring & Logging,2
Time-critical alert: Orphaned records found ! customer-facing database services impacted - query results inconsistent,DATABASE,Data Integrity,1
Production DB blocked by Rollback segment full !!! finance system can't access data,DATABASE,Capacity,1
User account locked: privileged access revoked - all queries failing,DATABASE,User Access,2
Replication queue overflowed - logs showing cascade of database failures ! database-dependent services down,DATABASE,Replication,1
Time sensitive: Log shipping failure - can't process customer orders in database - transaction logs missing,DATABASE,Backup & Recovery,1
Replica lag critical - tried restarting instance ! can't process customer orders in database,DATABASE,Availability,1
Blocking transactions: queries taking 10+ minutes - rebooted database server,DATABASE,Performance,1
Time sensitive: Index rebuild error - finance system can't access data - stored procedure compilation errors,DATABASE,Schema Management,1
Privilege escalation detected (error rate spiking in DB monitoring) . user accounts locked . impacting all database-dependent services,DATABASE,User Access,1
PRODUCTION DATABASE DOWN: Database cluster unavailable - listener not accepting connections - entire ERP system down,DATABASE,Availability,1
Temp space exhausted (all attempts to connect fail) . no space left for transactions . can't process customer orders in database,DATABASE,Capacity,3
Connection pool exhausted (error logs attached in screenshot) ; connection string failing - all data access blocked,DATABASE,Availability,2
Index rebuild error - started after recent schema update ! transactions not processing,DATABASE,Schema Management,2
Datafile autoextend failed ! error rate spiking in DB monitoring - customer-facing database services impacted,DATABASE,Capacity,4
P1 DB INCIDENT: Database failover failed ! business operations severely affected due to database issues,DATABASE,Availability,4
Database error preventing work Status dashboard unresponsive !!! entire ERP system down,DATABASE,Monitoring & Logging,3
Materialized view refresh failed (error logs attached in screenshot) . DDL operation blocked by locks . entire ERP system down,DATABASE,Schema Management,3
Configuration file missing: settings lost after restart - customer-facing database services impacted,DATABASE,Configuration,4
URGENT - Database Customer Impact: Replication lag critical - replication queue backing up - database metrics showing anomalies,DATABASE,Replication,1
Production DB blocked by Invalid object reference ! critical business processes blocked by DB issue,DATABASE,Schema Management,1
High wait times (error code in logs) . listener not accepting connections . customer-facing database services impacted,DATABASE,Availability,3
Database diagnostics not available: AWR reports not generating - error logs attached in screenshot,DATABASE,Monitoring & Logging,2
P1 DB INCIDENT: IOPS limit exceeded !!! critical business processes blocked by DB issue,DATABASE,Capacity,3
Rollback segment full (error code in logs) ; no space left for transactions - reports not generating,DATABASE,Capacity,2
Time-critical alert: DDL operation hung ! impacting all database-dependent services - broken view definitions,DATABASE,Schema Management,3
DATABASE ALERT: Archivelog destination full ! customer data unavailable,DATABASE,Capacity,2
Database timeout (error logs attached in screenshot) . connection string failing . critical business processes blocked by DB issue,DATABASE,Availability,2
HELP - DB down Duplicate primary keys - data type conversion errors - can't process customer orders in database,DATABASE,Data Integrity,1
Database error preventing work Monitoring agent disconnected ! entire ERP system down,DATABASE,Monitoring & Logging,3
Connection refused - memory usage growing exponentially on DB server ! reports not generating,DATABASE,Availability,1
DATABASE ALERT: Data validation error ! entire ERP system down,DATABASE,Data Integrity,2
Trigger execution failure (error code in logs) ; DDL operation blocked by locks - transactions not processing,DATABASE,Schema Management,3
Master-slave desync: replication queue backing up - rebooted database server,DATABASE,Replication,2
Parameter file corruption: initialization parameters invalid - entire company database access affected,DATABASE,Configuration,1
Emergency - Can't access Publication/subscription error ! entire company database access affected,DATABASE,Replication,1
Table lock contention ! database console showing multiple errors - can't process customer orders in database,DATABASE,Performance,3
IMMEDIATE ACTION REQUIRED: Database Differential backup corrupted - RMAN reporting corrupt blocks - entire ERP system down,DATABASE,Backup & Recovery,1
Status dashboard unresponsive: wait event statistics unavailable - started after morning maintenance,DATABASE,Monitoring & Logging,1
Recovery missing logs - error rate spiking in DB monitoring ! customer data unavailable,DATABASE,Backup & Recovery,2
Database service crashed: connection string failing - multiple instances affected,DATABASE,Availability,2
Transaction log full ! database metrics showing anomalies - critical business processes blocked by DB issue,DATABASE,Capacity,4
Role assignment failed: password verification failing - production database pipeline completely stopped,DATABASE,User Access,2
URGENT: Database Role assignment failed !!! database-dependent services down,DATABASE,User Access,4
HIGH PRIORITY DB ISSUE: Missing required fields - orphaned relational records - multiple teams blocked from data access,DATABASE,Data Integrity,2
Time sensitive: Orphaned records found - impacting all database-dependent services - unexpected NULL values,DATABASE,Data Integrity,1
Schema change failed (checked database logs) ; index unusable after update - critical business processes blocked by DB issue,DATABASE,Schema Management,1
URGENT - Database Customer Impact: Database service crashed - connection string failing - started after recent schema update,DATABASE,Availability,4
Emergency - Can't access Log rotation failure ! all data access blocked,DATABASE,Monitoring & Logging,1
CRITICAL: Database error in Invalid database config - memory settings causing crashes - started after morning maintenance,DATABASE,Configuration,3
Time-critical alert: Alert log filled with errors ! database-dependent services down - audit trail missing entries,DATABASE,Monitoring & Logging,1
Database service crashed (issue reproducible in all database environments) . connection attempts timing out . business intelligence platform affected,DATABASE,Availability,3
Database server down ! checked database logs - business operations severely affected due to database issues,DATABASE,Availability,2
HIGH PRIORITY DB ISSUE: Incompatible parameter values !!! entire company database access affected,DATABASE,Configuration,1
Log write delays: deadlocks occurring frequently - multiple instances affected,DATABASE,Performance,1
Broken view definition (started after recent schema update) . partition operation failed . production database pipeline completely stopped,DATABASE,Schema Management,3
Time sensitive: Temp space exhausted - customer-facing database services impacted - can't extend tablespace,DATABASE,Capacity,3
Time-critical alert: Query memory exceeded ! business intelligence platform affected - can't extend tablespace,DATABASE,Capacity,3
Emergency - Can't access Log rotation failure ! impacting all database-dependent services,DATABASE,Monitoring & Logging,1
URGENT - Database Customer Impact: Replication stopped ! entire ERP system down,DATABASE,Replication,2
Time sensitive: Master-slave desync - multiple teams blocked from data access - log reader agent failing,DATABASE,Replication,3
Transaction log backup failed (database metrics showing anomalies) . recovery operation hanging . database-dependent services down,DATABASE,Backup & Recovery,2
Time-critical alert: Buffer cache thrashing ! all data access blocked - timeouts on simple selects,DATABASE,Performance,2
Replica lag critical (all retry attempts to database failed) . connection string failing . reports not generating,DATABASE,Availability,1
Performance metrics missing: alert log flooded with errors - customer-facing database services impacted,DATABASE,Monitoring & Logging,2
URGENT - Database Customer Impact: Truncated data values !!! database-dependent services down,DATABASE,Data Integrity,1
Audit failure ! multiple instances affected - critical business processes blocked by DB issue,DATABASE,Monitoring & Logging,1
Data validation error (started after recent schema update) ; orphaned relational records - finance system can't access data,DATABASE,Data Integrity,3
Time sensitive: Replication stopped - production database pipeline completely stopped - replication topology broken,DATABASE,Replication,2
Time sensitive: Invalid init parameters - impacting all database-dependent services - initialization parameters invalid,DATABASE,Configuration,3
Production DB blocked by Instance terminated unexpectedly ! all queries failing,DATABASE,Availability,1
Parameter file corruption: memory settings causing crashes - entire company database access affected,DATABASE,Configuration,3
Invalid init parameters: NLS parameters incorrect - transactions not processing,DATABASE,Configuration,2
Time sensitive: Change tracking failed - critical business processes blocked by DB issue - distribution latency critical,DATABASE,Replication,1
URGENT - Database Customer Impact: Connection refused !!! business intelligence platform affected,DATABASE,Availability,1
Listener misconfiguration (started after morning maintenance) ; memory settings causing crashes - preventing order processing in database,DATABASE,Configuration,1
BLOCKING DATABASE ISSUE: Replication queue overflowed !!! all data access blocked,DATABASE,Replication,4
Monitoring agent disconnected (database console showing multiple errors) ; performance counters reset - all data access blocked,DATABASE,Monitoring & Logging,3
Time sensitive: Recovery missing logs - all queries failing - archive logs missing,DATABASE,Backup & Recovery,2
Time sensitive DB issue: Recovery missing logs - RMAN reporting corrupt blocks - all retry attempts to database failed,DATABASE,Backup & Recovery,1
IMMEDIATE ACTION REQUIRED: Database Publication/subscription error !!! transactions not processing,DATABASE,Replication,1
Invalid connection string - error rate spiking in DB monitoring ! customer-facing database services impacted,DATABASE,Configuration,1
Character set mismatch: settings lost after restart - reports not generating,DATABASE,Configuration,3
Time-critical alert: Data sync conflict ! reports not generating - replica several hours behind master,DATABASE,Replication,1
Production DB blocked by Recovery missing logs - RMAN reporting corrupt blocks - reports not generating,DATABASE,Backup & Recovery,1
CRITICAL DB ALERT: Event notification failure ! business operations severely affected due to database issues,DATABASE,Monitoring & Logging,3
Production DB blocked by Database CPU overload - massive I/O wait times - started after recent schema update,DATABASE,Performance,2
Time sensitive DB issue: Instance not responding - instance crashed with core dump - production database pipeline completely stopped,DATABASE,Availability,2
Transaction log full: temp tablespace full errors - tried restarting instance,DATABASE,Capacity,2
HELP - DB down Truncated data values ! database-dependent services down,DATABASE,Data Integrity,2
Master-slave desync: log reader agent failing - reports not generating,DATABASE,Replication,2
Time sensitive: CDC process failed - multiple clients affected by database outage - publisher/subscriber mismatch,DATABASE,Replication,3
Trigger execution failure - tried restarting instance ! impacting all database-dependent services,DATABASE,Schema Management,1
Status dashboard unresponsive ! tried restarting instance - reports not generating,DATABASE,Monitoring & Logging,1
Database error preventing work Index rebuild error - sequence exhausted available values - production database pipeline completely stopped,DATABASE,Schema Management,4
Database error preventing work Replica lag critical !!! finance system can't access data,DATABASE,Availability,2
Query memory exceeded (issue reproducible in all database environments) . temp tablespace full errors . all data access blocked,DATABASE,Capacity,4
Transaction log backup failed: transaction logs missing - checked database logs,DATABASE,Backup & Recovery,3
IMMEDIATE ACTION REQUIRED: Database CDC process failed - replication topology broken - rebooted database server,DATABASE,Replication,2
Time sensitive: Index rebuild error - finance system can't access data - trigger causing exceptions,DATABASE,Schema Management,2
