ticket_id,description,category,subcategory,priority,status,created_timestamp,resolved_timestamp,requester_type,resolution_hours
INC901311,"Virtualization incident - snapshot issues - Distribution Center, Ground Floor - Affecting: customer-facing services",SOFTWARE,Virtualization,2,Resolved,2025-01-08 17:19:29,2025-01-12 04:46:51,Employee,83.45628864377173
INC205623,Hybrid Cloud incident - failure - Customer Site - Affecting: several endpoints,CLOUD,Hybrid Cloud,3,Workaround Provided,2025-02-17 17:18:09,2025-02-18 06:50:02,Employee,13.531602145718423
INC615064,"[R&D Lab, Training Room] Customer Support reports Authentication minor LDAP connection issue for core services",IDENTITY,Authentication,3,In Progress,2024-12-16 08:11:52,,VIP,
INC553038,"[Data Center, 2nd Floor] Supply Chain reports Driver degradation for department operations (after the recent update)",SOFTWARE,Driver,2,Resolved,2024-09-26 16:11:17,2024-09-28 01:06:49,Employee,32.925567212295135
INC443787,"User Management degradation reported by 3 users in Data Center, Operations Center",IDENTITY,User Management,4,Resolved,2025-01-03 12:35:44,2025-01-03 17:26:21,Employee,4.843656105508934
INC780709,"Data Center, 1st Floor - Database: intermittent corruption - impacting 2 endpoints - Error code: E1962",SOFTWARE,Database,4,Resolved,2025-01-02 07:55:54,2025-01-02 08:55:56,External,1.0006659953851926
INC615687,"Warehouse, IT Floor - Router: error - impacting several users in Development",NETWORK,Router,3,Pending,2025-02-08 09:49:44,,Employee,
INC409065,Legal Building B: department operations experiencing LAN cable problems (for the past hour) - Vendor ticket: T81171,NETWORK,LAN,2,Closed,2025-02-02 10:47:37,2025-02-05 03:53:51,Manager,65.10415076427331
INC855777,"[Manufacturing Plant, Operations Center] Operations reports Phishing downloaded malicious attachment for 2 users in Operations",SECURITY,Phishing,4,Resolved,2024-09-02 12:20:28,2024-09-02 18:26:01,VIP,6.092517270079615
INC976805,"Facilities Manufacturing Plant, Executive Floor: 10 users in Facilities experiencing Authentication critical LDAP connection issue",IDENTITY,Authentication,4,Resolved,2025-01-25 16:17:38,2025-01-25 21:21:11,Employee,5.059369398179204
INC768423,Manufacturing reporting Printer doesn't print affecting critical operations,HARDWARE,Printer,3,Not Reproducible,2024-12-23 09:14:15,2024-12-24 13:26:39,Employee,28.206938678068088
INC356222,Manufacturing Plant - Database: backup failure - impacting 2 workstations,SOFTWARE,Database,2,Resolved,2025-01-21 05:30:08,2025-01-24 13:41:46,External,80.19414579054282
INC524333,Operations Satellite Office: 2 users in Operations facing Data Breach data exfiltration detected,SECURITY,Data Breach,4,In Progress,2025-02-09 09:37:40,,External,
INC772920,"persistent failure in Office Suite system causing problems for team operations at R&D Lab, 1st Floor",SOFTWARE,Office Suite,3,Resolved,2024-08-25 15:55:46,2024-08-25 19:37:40,VIP,3.6986012705035654
INC600989,[Manufacturing Plant] Facilities reports Proxy minor degradation for internal services,NETWORK,Proxy,4,Resolved,2024-11-12 09:36:55,2024-11-12 16:39:38,Employee,7.045292147240175
INC426285,"[Manufacturing Plant, Operations Center] Engineering reports Security Software firewall issues for core services - Asset tag: SRV-5493",SOFTWARE,Security Software,2,Resolved,2025-02-11 12:47:42,2025-02-13 12:41:35,Employee,47.898230383660675
INC991296,[Co-working Space] Compliance reports SSO critical IdP unavailable for business services,IDENTITY,SSO,3,Resolved,2024-12-25 15:33:47,2024-12-25 18:25:28,VIP,2.861473771720584
INC369032,Incident: de-identification failure with Privacy reported from Satellite Office,COMPLIANCE,Privacy,2,Closed,2025-02-12 09:26:26,2025-02-16 05:34:33,Employee,92.13538121222535
INC950910,"[Branch Office, 1st Floor] Procurement reports Account Compromise cookie hijacking for multiple servers",SECURITY,Account Compromise,4,Resolved,2024-11-07 21:52:06,2024-11-08 04:52:28,Contractor,7.00630853853784
INC419498,Incident: error with Storage reported from Home Office,DATA,Storage,1,Resolved,2025-02-18 13:10:19,2025-02-23 12:22:08,Employee,119.19701892279791
INC269560,"Recovery storage overwrite reported by 2 workstations in Regional HQ, 1st Floor",DATA,Recovery,4,Closed,2025-01-03 10:22:25,2025-01-03 15:16:27,Manager,4.90078085631098
INC278168,Network Hardware incident - device offline - Home Office - Affecting: team operations - Error code: E2734,HARDWARE,Network Hardware,3,Resolved,2025-02-09 13:36:10,2025-02-10 20:54:54,Employee,31.31227654505033
INC800594,[Manufacturing] several servers affected by LAN VLAN misconfiguration,NETWORK,LAN,4,Resolved,2024-12-23 09:09:56,2024-12-23 16:12:47,Employee,7.047505358242579
INC987443,Building A - Peripheral: failure - impacting multiple users,HARDWARE,Peripheral,3,Resolved,2025-02-10 09:11:07,2025-02-10 11:29:20,VIP,2.3037500532679953
INC251347,"Service alert: DNS intermittent propagation delay detected, impacting all devices",NETWORK,DNS,4,In Progress,2024-11-27 13:24:53,,Manager,
INC949682,[Manufacturing Plant] HR reports SSO session timeout for several users in HR - Software version: 9.16.73,IDENTITY,SSO,3,Workaround Provided,2025-02-04 17:05:03,2025-02-06 08:17:32,Employee,39.20825097514939
INC706994,Incident: failure with Physical Security identified from Branch Office,SECURITY,Physical Security,4,Awaiting Information,2025-01-21 14:39:44,,External,
INC930630,"Service alert: Database deadlock detected detected, impacting customer-facing services",SOFTWARE,Database,1,Resolved,2025-01-05 14:48:59,2025-01-12 16:23:28,Employee,169.5747431740682
INC632260,"Incident: data corruption with Application reported from Warehouse, Training Room - Vendor ticket: INC88475",SOFTWARE,Application,3,Workaround Provided,2025-01-11 18:46:58,2025-01-12 18:50:45,Employee,24.063280182620403
INC511638,"Service alert: Physical Security critical outage detected, impacting internal services",SECURITY,Physical Security,4,Closed,2024-12-05 08:35:29,2024-12-05 13:46:13,Employee,5.179101579783831
INC313957,AWS incident - IAM permission issues - Customer Site - Affecting: 3 users - IP: 10.87.233.132,CLOUD,AWS,1,In Progress,2025-01-15 17:31:47,,Contractor,
INC851461,Co-working Space - Data Loss: issue - impacting all workstations,DATA,Data Loss,4,Resolved,2025-01-29 09:35:16,2025-01-29 16:06:01,Contractor,6.5125674341560424
INC999454,"[Data Center, Basement] Finance reports Application version conflict for critical services",SOFTWARE,Application,2,Resolved,2024-12-30 10:57:19,2025-01-01 17:26:49,Employee,54.49187586406383
INC117302,Operations reporting Workstation major won't boot affecting business operations (recurring issue) - Vendor ticket: CASE90515,HARDWARE,Workstation,3,Resolved,2025-02-05 12:11:34,2025-02-05 15:50:25,Employee,3.6477419376062326
INC227666,Security reporting Phishing persistent downloaded malicious attachment affecting multiple users,SECURITY,Phishing,2,Workaround Provided,2025-01-12 15:55:59,2025-01-15 08:50:49,External,64.91410550000809
INC494542,"IT Building A, Training Room: critical operations reporting Driver malfunction",SOFTWARE,Driver,1,Closed,2025-02-17 10:01:09,2025-02-27 00:31:21,VIP,230.50358807193678
INC716892,HR Co-working Space: customer-facing services experiencing SSO redirect loop,IDENTITY,SSO,2,Resolved,2025-01-22 15:11:43,2025-01-24 02:32:26,Employee,35.34539317283996
INC365220,"GCP incident - degradation - Data Center, 2nd Floor - Affecting: department operations",CLOUD,GCP,1,In Progress,2024-12-09 17:44:00,,Employee,
INC322032,Incident: malfunction with Proxy noticed from Building A,NETWORK,Proxy,4,Workaround Provided,2025-02-07 18:41:34,2025-02-08 02:04:03,Employee,7.374979560635669
INC126027,"Supply Chain R&D Lab, Executive Floor: team operations facing Security Software quarantine errors",SOFTWARE,Security Software,1,Workaround Provided,2024-11-14 08:06:11,2024-11-18 12:11:55,Employee,100.09571070749826
INC775403,[Facilities] critical operations affected by AWS ELB health check failure,CLOUD,AWS,4,Resolved,2025-02-01 14:11:52,2025-02-02 01:11:29,Employee,10.99367657523098
INC441786,R&D Lab - Office Suite: minor issue - impacting business services (following maintenance),SOFTWARE,Office Suite,1,Resolved,2024-12-20 07:42:52,2024-12-30 04:29:30,Employee,236.77736057331515
INC944961,[Development] several workstations affected by Peripheral failure,HARDWARE,Peripheral,2,Resolved,2025-01-30 12:02:06,2025-02-02 19:43:15,Employee,79.68605393693706
INC852249,[Procurement] 3 users affected by Network Hardware minor power cycling,HARDWARE,Network Hardware,2,Duplicate,2025-01-24 21:02:05,2025-01-29 08:38:36,External,107.60863931235693
INC868235,Incident: error with Insider Threat reported from Home Office,SECURITY,Insider Threat,3,Resolved,2025-01-25 05:58:58,2025-01-26 11:51:09,External,29.86994034137907
INC594971,Data Center - Firewall: high CPU - impacting 2 endpoints,NETWORK,Firewall,2,Resolved,2024-08-25 14:26:30,2024-08-27 02:54:40,Manager,36.46967555504438
INC159123,Cloud Service incident - excessive billing - Data Center - Affecting: business services - Error code: SYS5117,SOFTWARE,Cloud Service,3,Resolved,2025-02-09 18:36:34,2025-02-11 05:04:22,Employee,34.46351685432253
INC932256,"Building A, Training Room - Virtualization: clone error - impacting 3 users (after the recent update)",SOFTWARE,Virtualization,1,Workaround Provided,2025-02-03 10:23:54,2025-02-12 21:41:21,VIP,227.29095722886248
INC912229,"Incident: DNSSEC validation with DNS reported from Distribution Center, Executive Floor (gradual degradation)",NETWORK,DNS,3,Workaround Provided,2024-12-28 08:55:04,2024-12-28 13:26:23,Employee,4.521951517417762
INC427123,"Service alert: Printer display malfunction detected, impacting customer-facing services",HARDWARE,Printer,3,Resolved,2025-02-02 06:11:10,2025-02-03 03:58:44,Contractor,21.792907303549235
INC383173,degraded security patch failed in Operating System system affecting 2 endpoints at Building B (sudden onset),SOFTWARE,Operating System,1,Workaround Provided,2025-01-17 15:18:09,2025-01-23 18:28:02,Employee,147.16494712288858
INC649896,"[Building A, Operations Center] Procurement reports Malware DNS hijacking malware for business services",SECURITY,Malware,4,Resolved,2025-01-27 15:24:34,2025-01-27 22:11:58,Employee,6.790234170212999
INC671417,Customer Support reporting Internet intermittent routing problems disrupting critical operations,NETWORK,Internet,3,Resolved,2025-01-23 09:41:41,2025-01-23 12:16:51,External,2.586316065750994
INC223450,array degraded in Storage system affecting team operations at Data Center,HARDWARE,Storage,2,Not Reproducible,2025-01-11 09:04:12,2025-01-15 09:07:46,Employee,96.05971527822187
INC143552,"Building B, Mezzanine - SaaS: intermittent feature regression - impacting team operations",CLOUD,SaaS,3,Escalated,2025-02-08 16:56:46,,Employee,
INC320475,Development reporting Security Software major real-time protection disabled affecting several users in Development,SOFTWARE,Security Software,1,Resolved,2024-12-05 15:47:17,2024-12-13 23:02:15,Contractor,199.24959768371554
INC739359,Database transaction log full identified by several users in Field Location,DATA,Database,1,Resolved,2025-02-12 15:41:43,2025-02-22 11:19:50,VIP,235.6353888722841
INC908766,Finance reporting IoT Device persistent data transmission failure disrupting 2 users - Vendor ticket: T58717,HARDWARE,IoT Device,2,Resolved,2024-12-26 15:31:20,2024-12-29 13:44:25,External,70.21830824928675
INC611000,"Data Center, Mezzanine - MFA: bypass code problems - impacting multiple terminals",IDENTITY,MFA,3,Not Reproducible,2025-02-11 10:03:15,2025-02-12 11:01:43,External,24.97461204549669
INC622056,"Executive R&D Lab, Training Room: multiple users experiencing Proxy minor malfunction",NETWORK,Proxy,3,Workaround Provided,2024-08-25 16:52:51,2024-08-27 16:47:33,Employee,47.91176441922074
INC794797,"Firewall rule conflict reported by customer-facing services in Distribution Center, Operations Center (recurring issue) - Software version: 10.6.96",NETWORK,Firewall,2,Workaround Provided,2024-11-03 13:52:45,2024-11-08 09:30:35,Manager,115.63056447097097
INC715048,zone transfer issues in DNS system affecting customer-facing services at Customer Site (sudden onset),NETWORK,DNS,1,Resolved,2025-02-16 04:59:00,2025-02-24 17:09:55,Manager,204.1820012610928
INC575058,[Satellite Office] Executive reports Malware persistent ransomware detected for 2 workstations,SECURITY,Malware,4,Resolved,2025-02-06 16:24:14,2025-02-06 18:04:11,External,1.6661036686886959
INC717696,"[HQ Building, Training Room] Compliance reports GCP failure for team operations",CLOUD,GCP,2,Closed,2025-02-03 15:59:02,2025-02-06 11:55:58,Employee,67.94897017412855
INC225112,Incident: data corruption with Storage identified from Co-working Space,HARDWARE,Storage,2,Resolved,2024-12-13 10:51:19,2024-12-17 18:12:49,External,103.35857935256604
INC571262,Incident: data sync issues with Cloud Service noticed from Field Location,SOFTWARE,Cloud Service,1,Resolved,2025-02-15 09:11:00,2025-02-19 03:43:28,Contractor,90.54115859897254
INC999209,"Security Software major real-time protection disabled noticed by business services in Building B, Mezzanine (recurring issue)",SOFTWARE,Security Software,3,Resolved,2024-11-08 20:48:14,2024-11-10 04:29:34,Employee,31.689087934525812
INC638902,IaaS incident - major malfunction - HQ Building - Affecting: 1 servers,CLOUD,IaaS,3,Workaround Provided,2025-01-21 13:23:39,2025-01-22 16:24:08,Contractor,27.00824518897974
INC220375,"Service alert: WAN degradation detected, impacting business operations",NETWORK,WAN,4,Workaround Provided,2025-02-19 10:25:45,2025-02-19 15:07:00,Manager,4.6877199942678995
INC259737,SSO incident - degraded metadata mismatch - HQ Building - Affecting: 3 users in Facilities,IDENTITY,SSO,4,In Progress,2024-12-23 14:50:14,,Manager,
INC588300,Warehouse - Private Cloud: self-service portal - impacting 1 workstations,CLOUD,Private Cloud,4,Closed,2025-01-27 16:19:35,2025-01-27 22:25:29,Employee,6.098347241836534
INC334099,error in Hybrid Cloud system affecting all servers at Customer Site,CLOUD,Hybrid Cloud,3,Resolved,2025-01-25 16:22:32,2025-01-27 03:34:14,External,35.19525378315867
INC477307,Procurement reporting Office Suite problem affecting 2 endpoints,SOFTWARE,Office Suite,4,Resolved,2025-02-06 16:49:18,2025-02-06 20:18:56,VIP,3.493915891863659
INC771416,"degraded MAC flooding in LAN system affecting team operations at Warehouse, Operations Center (following maintenance)",NETWORK,LAN,1,Workaround Provided,2025-01-06 16:14:34,2025-01-13 02:50:16,Employee,154.5951981369874
INC485811,"Research Regional HQ, Mezzanine: 1 terminals experiencing Operating System driver conflicts",SOFTWARE,Operating System,1,In Progress,2024-12-24 08:38:24,,Manager,
INC289259,"Finance Regional HQ, Basement: all endpoints experiencing IoT Device critical firmware update failed - Asset tag: SRV-5230",HARDWARE,IoT Device,3,Resolved,2024-11-30 11:03:49,2024-12-02 08:59:12,Employee,45.92323227774406
INC218999,"[Building A, Mezzanine] IT reports Malware persistent fileless malware for customer-facing services - IP: 10.232.177.12",SECURITY,Malware,4,Duplicate,2024-12-27 15:57:13,2024-12-28 02:07:37,Manager,10.17346593358817
INC183822,"clicked phishing link in Phishing system preventing access for all endpoints at Building B, Operations Center",SECURITY,Phishing,3,Resolved,2025-02-14 12:52:09,2025-02-15 06:42:59,Employee,17.847286532971317
INC960476,[Field Location] Finance reports Driver failure for multiple devices,SOFTWARE,Driver,3,Workaround Provided,2025-02-06 10:28:17,2025-02-06 23:11:24,Contractor,12.71886251201685
INC408870,"Warehouse, Mezzanine - Point-of-Sale Hardware: degradation - impacting internal services",HARDWARE,Point-of-Sale Hardware,1,Resolved,2024-11-19 11:38:46,2024-11-24 19:10:59,Employee,127.53697716007431
INC707794,Compliance HQ Building: critical services experiencing Database index fragmentation,SOFTWARE,Database,1,Workaround Provided,2024-10-16 15:03:08,2024-10-21 08:44:48,Employee,113.69456497423037
INC277334,persistent malfunction in Switch system affecting internal services at Home Office,NETWORK,Switch,3,Resolved,2024-12-30 12:01:32,2024-12-31 07:56:38,Contractor,19.91852991250129
INC392478,"Office Suite major problem flagged by internal services in HQ Building, 1st Floor",SOFTWARE,Office Suite,3,Pending,2024-08-25 13:40:35,,Employee,
INC990002,"[Regional HQ, 1st Floor] Customer Support reports Database minor transaction log full for critical operations (intermittently throughout the day)",DATA,Database,3,Resolved,2025-02-08 06:07:21,2025-02-09 23:29:10,Employee,41.36388462671384
INC927374,Development Customer Site: business services dealing with Legal malfunction (intermittently throughout the day),COMPLIANCE,Legal,3,Resolved,2025-01-01 09:23:26,2025-01-03 00:47:57,Employee,39.408623904445435
INC889771,Research Home Office: 1 terminals facing Printer print quality,HARDWARE,Printer,1,Workaround Provided,2025-02-14 12:40:14,2025-02-24 01:25:32,VIP,228.7552339141287
INC598995,"[HQ Building, Mezzanine] Security reports DNS cache poisoning for 1 servers (since this morning)",NETWORK,DNS,2,Resolved,2025-02-04 11:02:39,2025-02-09 00:31:02,VIP,109.47327939227058
INC538942,outage in Load Balancer system affecting several terminals at Home Office (since this morning) - Software version: 10.11.47,NETWORK,Load Balancer,3,Open,2025-02-07 14:23:55,,External,
INC238432,"Customer Support Manufacturing Plant, Executive Floor: several devices experiencing Peripheral malfunction",HARDWARE,Peripheral,2,Resolved,2025-01-24 11:27:02,2025-01-28 17:53:03,Contractor,102.43371621219563
INC950228,"rootkit suspected in Malware system affecting internal services at HQ Building, Mezzanine",SECURITY,Malware,4,Duplicate,2025-01-17 09:05:33,2025-01-17 12:57:15,VIP,3.861816140567994
INC474467,"GCP incident - outage - Data Center, 1st Floor - Affecting: critical services",CLOUD,GCP,2,Resolved,2024-12-10 13:55:56,2024-12-12 12:07:30,Manager,46.192840800003324
INC267288,[HR] 5 users affected by Operating System login issues - Software version: 2.15.60,SOFTWARE,Operating System,3,Resolved,2024-08-25 15:28:11,2024-08-27 02:42:26,External,35.237528195227256
INC337126,Custom Software incident - failure - Distribution Center - Affecting: multiple users in Manufacturing,SOFTWARE,Custom Software,2,Resolved,2025-01-26 13:50:49,2025-01-29 01:06:38,Contractor,59.263833653148886
INC349769,"Account Compromise MFA bypass attempt reported by multiple workstations in Manufacturing Plant, Executive Floor",SECURITY,Account Compromise,4,Resolved,2024-12-30 11:30:20,2024-12-30 14:50:08,Employee,3.3301427609671084
INC648497,minor malfunction in Load Balancer system affecting several users in Research at Data Center,NETWORK,Load Balancer,3,Resolved,2025-01-05 08:54:32,2025-01-06 04:57:58,Contractor,20.057244467372396
INC567253,"Service alert: Storage expansion failure detected, impacting multiple devices (gradual degradation)",HARDWARE,Storage,2,Resolved,2025-01-09 11:39:29,2025-01-13 14:55:24,Employee,99.2654298242119
INC356633,Authentication incident - degraded password expiration - Satellite Office - Affecting: 1 terminals - Software version: 8.4.11,IDENTITY,Authentication,1,Resolved,2025-02-02 16:20:04,2025-02-06 05:42:19,Contractor,85.37098766083523
INC836114,Engineering reporting Hybrid Cloud problem hindering department operations - Asset tag: DEV-9929,CLOUD,Hybrid Cloud,3,Awaiting Information,2025-02-01 14:23:49,,Contractor,
INC364285,Customer Site - Printer: display malfunction - impacting business operations,HARDWARE,Printer,4,Closed,2025-01-14 17:44:28,2025-01-15 00:32:08,Manager,6.794518137547188
INC304528,[Building A] Executive reports Documentation persistent failure for 1 user in Executive,COMPLIANCE,Documentation,2,Resolved,2024-12-15 10:11:13,2024-12-19 11:16:46,External,97.09270741028138
INC260185,"[HQ Building, IT Floor] Research reports Point-of-Sale Hardware outage for critical operations - Software version: 2.0.45",HARDWARE,Point-of-Sale Hardware,3,Open,2025-02-10 12:49:46,,VIP,
INC192871,Home Office - Point-of-Sale Hardware: outage - impacting multiple terminals,HARDWARE,Point-of-Sale Hardware,2,Resolved,2025-01-03 17:05:46,2025-01-07 13:46:54,Employee,92.68571787852504
INC163068,Printer toner low reported by customer-facing services in HQ Building,HARDWARE,Printer,2,Resolved,2025-02-11 08:07:23,2025-02-13 16:52:22,Contractor,56.749746168451765
INC201339,"Incident: malfunction with WAN reported from Data Center, 1st Floor",NETWORK,WAN,3,Workaround Provided,2025-02-02 16:31:14,2025-02-02 23:23:30,Manager,6.871226013025477
INC222285,"[Manufacturing Plant, Ground Floor] Sales reports Authorization critical malfunction for all servers",IDENTITY,Authorization,4,Not Reproducible,2025-01-15 09:06:12,2025-01-15 20:40:50,Contractor,11.577411922707507
INC956340,"Service alert: GCP persistent problem detected, impacting 1 user",CLOUD,GCP,2,Workaround Provided,2024-12-09 11:49:19,2024-12-12 02:00:12,Contractor,62.181540899648866
INC354102,"malfunction in Documentation system preventing access for 1 user in Legal at Manufacturing Plant, Ground Floor (following maintenance) - Vendor ticket: INC83996",COMPLIANCE,Documentation,2,Resolved,2025-02-06 10:33:13,2025-02-07 19:20:41,External,32.791266072496356
INC963273,"Research HQ Building, Basement: department operations experiencing Application degraded memory leak",SOFTWARE,Application,1,Workaround Provided,2024-12-15 13:22:55,2024-12-21 05:02:27,Employee,135.6589066742157
INC286181,Marketing Building B: 10 users experiencing Authentication intermittent account lockout (for the past hour),IDENTITY,Authentication,3,Closed,2025-01-23 14:18:00,2025-01-23 23:29:00,Employee,9.18342415047334
INC343138,Security Software firewall issues reported by critical operations in R&D Lab,SOFTWARE,Security Software,2,Workaround Provided,2024-08-25 03:50:54,2024-08-27 10:03:22,VIP,54.20793323814854
INC876102,Co-working Space - DNS: zone transfer issues - impacting all servers,NETWORK,DNS,4,Open,2025-02-02 12:34:18,,Employee,
INC306875,"sensor malfunction in IoT Device system affecting team operations at Data Center, Operations Center",HARDWARE,IoT Device,1,Resolved,2025-01-25 17:16:48,2025-02-03 10:41:14,External,209.40734048024115
INC960566,"Incident: outage with ETL reported from Manufacturing Plant, 1st Floor",DATA,ETL,2,Resolved,2024-11-30 09:57:05,2024-12-04 11:08:45,Manager,97.19452935332919
INC421460,"Regional HQ, Mezzanine - WiFi: client compatibility - impacting 10 users (following maintenance)",NETWORK,WiFi,3,Workaround Provided,2025-01-20 07:41:56,2025-01-20 12:11:22,Employee,4.490833113799764
INC608624,"Service alert: DNS propagation delay detected, impacting 1 endpoints",NETWORK,DNS,4,Resolved,2025-02-08 13:03:19,2025-02-08 23:50:55,Manager,10.793397898516403
INC216511,Distribution Center - Point-of-Sale Hardware: problem - impacting critical operations,HARDWARE,Point-of-Sale Hardware,4,Resolved,2025-02-13 09:47:36,2025-02-13 10:17:37,Manager,0.500514823308937
INC270386,"Incident: default credentials with Vulnerability reported from Distribution Center, IT Floor",SECURITY,Vulnerability,4,Pending,2025-01-01 09:02:10,,Employee,
INC564123,Security reporting Account Compromise intermittent brute force attempt affecting core services,SECURITY,Account Compromise,3,Resolved,2025-02-07 17:19:01,2025-02-09 15:29:35,Employee,46.176331668045236
INC965334,"Service alert: Workstation peripheral problems detected, impacting 5 users in Executive (following maintenance)",HARDWARE,Workstation,1,Resolved,2025-01-29 08:44:17,2025-02-03 13:54:34,External,125.17145459305684
INC922090,[Manufacturing] 5 users in Manufacturing affected by Policy Violation issue,SECURITY,Policy Violation,4,Resolved,2025-02-05 08:45:21,2025-02-05 12:09:02,Manager,3.3948313155553054
INC767801,"Backup catalog corruption reported by 1 devices in Branch Office, IT Floor",DATA,Backup,2,Resolved,2025-01-24 11:46:40,2025-01-26 16:36:44,Employee,52.834560749405824
INC261756,"Service alert: Data Breach sensitive information exposed detected, impacting 1 user",SECURITY,Data Breach,4,Resolved,2025-02-07 11:03:08,2025-02-07 13:47:45,VIP,2.7437218962429197
INC912684,"Supply Chain HQ Building, Training Room: 1 endpoints experiencing Mobile Device won't charge",HARDWARE,Mobile Device,3,Resolved,2025-01-07 20:26:45,2025-01-08 23:33:10,External,27.107076344133265
INC720620,Azure incident - DevOps pipeline failure - Data Center - Affecting: business operations,CLOUD,Azure,4,Resolved,2025-02-05 10:21:12,2025-02-05 11:15:07,External,0.8988300890840304
INC430468,"Service alert: SSO persistent assertion failure detected, impacting all terminals",IDENTITY,SSO,3,Resolved,2025-01-26 06:54:20,2025-01-27 22:13:47,Contractor,39.32427343280887
INC474132,HR reporting Workstation battery failure affecting critical operations - Software version: 8.18.19,HARDWARE,Workstation,2,Closed,2025-01-21 08:19:38,2025-01-23 20:24:04,Employee,60.07406826490993
INC176248,[Legal] 2 users affected by WiFi authentication failed,NETWORK,WiFi,1,Resolved,2025-01-16 17:53:41,2025-01-25 08:08:30,Employee,206.24700771014537
INC171166,"Service alert: Firewall session table full detected, impacting multiple servers - Software version: 7.14.15",NETWORK,Firewall,3,Resolved,2025-02-01 17:20:15,2025-02-02 10:42:47,VIP,17.375711019276384
INC424897,Facilities reporting Application critical memory leak affecting all devices - Asset tag: SRV-3106,SOFTWARE,Application,4,Resolved,2025-02-15 15:46:57,2025-02-15 21:46:45,Employee,5.996705269691672
INC300259,"Service alert: Storage drive failure detected, impacting several devices",HARDWARE,Storage,3,Not Reproducible,2025-01-08 14:45:32,2025-01-10 10:12:21,Employee,43.44717093037591
INC118391,"Service alert: DNS cache poisoning detected, impacting 1 devices",NETWORK,DNS,4,Resolved,2024-12-11 22:35:22,2024-12-12 00:56:01,Employee,2.344341900357663
INC132325,Incident: slow speed with LAN reported from Building A - IP: 10.233.154.103,NETWORK,LAN,4,Resolved,2025-01-25 10:26:00,2025-01-25 13:36:45,Employee,3.179180483370497
INC267421,Workstation power issues reported by core services in Data Center,HARDWARE,Workstation,4,Workaround Provided,2025-02-14 09:27:28,2025-02-14 19:34:23,Employee,10.115543232094364
INC252842,Firewall incident - session table full - Field Location - Affecting: critical operations,NETWORK,Firewall,2,Resolved,2024-09-03 12:53:02,2024-09-07 02:00:28,Manager,85.12403533134432
INC463347,"Data Loss degradation flagged by business operations in Building B, Basement (intermittently throughout the day)",DATA,Data Loss,3,Resolved,2025-02-09 16:19:05,2025-02-10 07:47:47,Employee,15.478395612349777
INC602749,"Regional HQ, Training Room - Vulnerability: ARP spoofing detected - impacting team operations",SECURITY,Vulnerability,2,Closed,2025-01-06 21:45:29,2025-01-11 14:54:22,Employee,113.14826785917634
INC541123,"Manufacturing Plant, Ground Floor - Server: storage capacity - impacting 3 users",HARDWARE,Server,1,Resolved,2025-02-14 12:38:19,2025-02-18 18:16:49,External,101.64192435105637
INC847272,"[Building B, Basement] Procurement reports Operating System minor driver conflicts for customer-facing services",SOFTWARE,Operating System,2,Resolved,2024-08-30 15:22:04,2024-09-03 21:03:18,Employee,101.68729472035383
INC126119,Manufacturing Distribution Center: critical services experiencing Storage cache battery,HARDWARE,Storage,4,Workaround Provided,2025-02-02 16:42:37,2025-02-03 00:23:52,Contractor,7.687530662762575
INC184721,Supply Chain reporting Storage critical drive failure affecting multiple users,HARDWARE,Storage,3,Workaround Provided,2025-01-26 14:24:35,2025-01-27 17:20:17,Employee,26.928447809766258
INC127672,Printer incident - paper jam - Building A - Affecting: all terminals,HARDWARE,Printer,4,Open,2025-01-28 11:55:55,,VIP,
INC945060,"Incident: degradation with Legal flagged from Regional HQ, Ground Floor",COMPLIANCE,Legal,2,Open,2025-01-16 07:16:31,,Employee,
INC770679,"malfunction in Switch system affecting 2 devices at Building A, IT Floor - Error code: ERR5662",NETWORK,Switch,3,Duplicate,2025-02-06 03:57:24,2025-02-06 07:36:53,VIP,3.6581482594554995
INC768931,"Marketing Branch Office, 2nd Floor: 2 workstations experiencing Authentication Kerberos ticket problem",IDENTITY,Authentication,2,In Progress,2025-02-06 12:09:40,,Contractor,
INC182830,"Enterprise Software intermittent issue reported by critical operations in Manufacturing Plant, Basement",SOFTWARE,Enterprise Software,1,Closed,2025-01-09 09:08:36,2025-01-12 13:08:42,External,76.00188479840341
INC506597,Operations reporting Documentation critical error affecting 10 users,COMPLIANCE,Documentation,4,Resolved,2024-09-25 11:17:42,2024-09-25 20:11:00,Contractor,8.88838275719777
INC876992,"Service alert: Authorization malfunction detected, impacting department operations (since this morning)",IDENTITY,Authorization,2,Resolved,2025-02-01 09:44:43,2025-02-03 16:40:54,Manager,54.93649208526479
INC957606,"Service alert: Enterprise Software intermittent problem detected, impacting team operations",SOFTWARE,Enterprise Software,1,Not Reproducible,2024-09-20 13:55:05,2024-09-23 18:14:14,VIP,76.31920056800045
INC623099,Marketing reporting WiFi channel congestion disrupting several endpoints,NETWORK,WiFi,3,Resolved,2025-02-01 18:27:35,2025-02-03 02:21:59,Employee,31.90670517489665
INC464965,Customer Support reporting Operating System resource leaks affecting 5 users in Customer Support (after the recent update) - IP: 10.65.204.236,SOFTWARE,Operating System,1,Closed,2025-01-21 20:19:00,2025-01-27 00:32:58,Manager,124.23283666141232
INC739951,Product Management Customer Site: business services facing Data Quality degraded schema mismatch,DATA,Data Quality,4,Resolved,2024-10-11 07:09:06,2024-10-11 10:21:31,Manager,3.20707891294658
